,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lindsay's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Thorns and Roses        (A Court of Thorns and Roses, #1)","Maas, Sarah J.*",1635575567,9781635575569,1635575567,419        pp,4.20,"2,491,172","May 05, 2015","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Paperback,view,/book/show/50659467-a-court-of-thorns-and-roses
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wilding,"Tree, Isabella",1509805095,9781509805099,1509805095,384        pp,4.46,"7,563","May 03, 2018","May 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Hardcover,view,/book/show/38891828-wilding
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Longer Human,"Dazai, Osamu",,,,177        pp,4.00,"158,500",1948,2001,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Narcissism, misogyny, loathing, misogyny. No Longer Human was awful to read, which I know is the point. It’s horrifying that someone could be so emptyNarcissism, misogyny, loathing, misogyny. No Longer Human was awful to read, which I know is the point. It’s horrifying that someone could be so empty that they are incapable of seeing others as human either. But when it comes to nihilism, I prefer the psychological complexities of Crime and Punishment to how gross this made me feel, especially after reading how many men have found this book relatable. 1.5 stars. ...more",Notes are private!,0,1,1,"Mar 25, 2024","Mar 29, 2024","Mar 25, 2024",,Paperback,view (with text),/book/show/11222940-no-longer-human
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunter        (Cal Hooper #2),"French, Tana*",0593493435,9780593493434,0593493435,480        pp,4.22,"10,641","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2024",,Hardcover,view,/book/show/174156145-the-hunter
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anita de Monte Laughs Last,"Gonzalez, Xochitl*",1250786215,9781250786210,1250786215,342        pp,3.92,"7,385","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2024",,Hardcover,view,/book/show/127306192-anita-de-monte-laughs-last
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Sell a Haunted House,"Hendrix, Grady*",0593201264,9780593201268,0593201264,419        pp,3.70,"97,378","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Hardcover,view,/book/show/59414094-how-to-sell-a-haunted-house
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"None Shall Sleep        (None Shall Sleep, #1)","Marney, Ellie*",0316497835,9780316497831,0316497835,400        pp,3.95,"15,437","Sep 01, 2020","Sep 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 18, 2024","Mar 24, 2024","Mar 18, 2024",,Hardcover,view,/book/show/50358134-none-shall-sleep
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homecoming,"Morton, Kate*",0063020904,9780063020900,0063020904,560        pp,4.08,"69,140","Apr 04, 2023","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Paperback,view,/book/show/199144614-homecoming
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness Falls,"Kim, Angie*",0593448227,9780593448229,0593448227,416        pp,3.76,"47,103","Aug 29, 2023","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Paperback,view,/book/show/205483574-happiness-falls
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,James,"Everett, Percival",0385550367,9780385550369,0385550367,303        pp,4.63,"6,286","Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Hardcover,view,/book/show/173754979-james
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thieves' Gambit,"Lewis, Kayvion*",0593625382,9780593625385,0593625382,400        pp,3.91,"6,483","Sep 26, 2023","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/203227897-thieves-gambit
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Game,"Shaffer, Meg*",0593598857,9780593598856,0593598857,320        pp,4.13,"103,637","May 30, 2023","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/202907373-the-wishing-game
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Babel, or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution","Kuang, R.F.*",,,B09MD95S5V,560        pp,4.20,"218,495","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2024",,Kindle Edition,view,/book/show/59729042-babel-or-the-necessity-of-violence
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls I've Been,"Sharpe, Tess*",0593111095,9780593111093,0593111095,356        pp,4.07,"41,897","Jan 26, 2021","Jan 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2024",,Hardcover,view,/book/show/49471138-the-girls-i-ve-been
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grief Is for People,"Crosley, Sloane*",0374609845,9780374609849,0374609845,208        pp,4.03,"2,632","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2024",,Hardcover,view,/book/show/127282631-grief-is-for-people
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Love Song for Ricki Wilde,"Williams, Tia*",153872670X,9781538726709,153872670X,352        pp,4.10,"10,275","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/173404023-a-love-song-for-ricki-wilde
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hidden Life of Cecily Larson,"Baker, Ellen*",0063351196,9780063351196,0063351196,384        pp,3.92,"2,700","Feb 20, 2024","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/158649513-the-hidden-life-of-cecily-larson
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Orange and Other Poems,"Cope, Wendy",057138952X,9780571389520,B0CLLG7G3N,53        pp,4.25,"2,938","Nov 09, 2023","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Kindle Edition,view,/book/show/200539015-the-orange-and-other-poems
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Paper Magician        (The Paper Magician, #1)","Holmberg, Charlie N.*",1477823832,9781477823835,1477823832,222        pp,3.68,"85,092","Sep 01, 2014","Sep 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/20727654-the-paper-magician
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ready or Not,"Bastone, Cara",0593595718,9780593595718,0593595718,400        pp,4.11,"17,237","Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/154462768-ready-or-not
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"War Girls        (War Girls, #1)","Onyebuchi, Tochi",0451481674,9780451481672,0451481674,451        pp,3.75,"2,931","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/40580686-war-girls
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bird King,"Wilson, G. Willow*",080212903X,9780802129031,080212903X,403        pp,3.74,"9,080","Mar 12, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/40642333-the-bird-king
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautyland,"Bertino, Marie-Helene*",0374109281,9780374109288,0374109281,336        pp,4.26,"2,307","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/127282939-beautyland
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Memoriam,"Winn, Alice*",0593467841,9780593467848,0593467841,400        pp,4.55,"21,386","Mar 07, 2023","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Paperback,view,/book/show/179546799-in-memoriam
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weyward,"Hart, Emilia",1250842727,9781250842725,1250842727,416        pp,4.09,"140,073","Feb 02, 2023","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Paperback,view,/book/show/127280850-weyward
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Outofshapeworthlessloser: A Memoir of Figure Skating, F*cking Up, and Figuring It Out","Gold, Gracie",0593444043,9780593444047,0593444043,352        pp,4.23,"1,825",unknown,"Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Hardcover,view,/book/show/150247389-outofshapeworthlessloser
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Some Questions for You,"Makkai, Rebecca*",0593490169,9780593490167,0593490169,464        pp,3.62,"101,906","Feb 21, 2023","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Paperback,view,/book/show/202514144-i-have-some-questions-for-you
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Lady: A British Historical Mystery,"Winspear, Jacqueline*",0062867997,9780062867995,0062867997,336        pp,4.06,"14,888","Mar 21, 2023","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Paperback,view,/book/show/176823458-the-white-lady
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on Heartbreak,"Lord, Annie",1398705489,9781398705487,1398705489,400        pp,4.17,"5,603","Jun 23, 2022","Jun 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Hardcover,view,/book/show/59777955-notes-on-heartbreak
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How To: Absurd Scientific Advice for Common Real-World Problems,"Munroe, Randall*",0525537090,9780525537090,0525537090,308        pp,4.16,"19,771","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Hardcover,view,/book/show/43852758-how-to
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clytemnestra,"Casati, Costanza*",1728279372,9781728279374,1728279372,512        pp,4.26,"21,817","May 02, 2023","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Paperback,view,/book/show/129340650-clytemnestra
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Priory of the Orange Tree        (The Roots of Chaos, #1)","Shannon, Samantha*",,,B07DFFQ2WQ,848        pp,4.20,"201,884","Feb 26, 2019","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Kindle Edition,view,/book/show/40275288-the-priory-of-the-orange-tree
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Day of Fallen Night        (The Roots of Chaos, #0)","Shannon, Samantha*",1635577926,9781635577921,1635577926,868        pp,4.39,"28,676","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/60766189-a-day-of-fallen-night
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Visibility Trap: Sexism, Surveillance & Social Media","McGill, Mary",,9781848408012,1848408013,256        pp,4.02,54,Jul 2021,Jul 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Paperback,view,/book/show/57942916-the-visibility-trap
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Almond,Sohn Won-Pyung,0062961373,9780062961372,0062961373,272        pp,4.17,"110,913","Mar 31, 2017","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/52219386-almond
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Material,"Alderton, Dolly",0241523672,9780241523674,0241523672,345        pp,4.02,"62,232","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Paperback,view,/book/show/96177629-good-material
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Worlds,"Nelson, Caleb Azumah",024157434X,9780241574348,024157434X,260        pp,4.33,"5,091","Apr 28, 2023","May 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/59634120-small-worlds
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Julia,"Newman, Sandra*",0063265338,9780063265332,0063265338,400        pp,3.80,"3,615","Oct 19, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/86508927-julia
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Iliad,Homer,1324001801,9781324001805,1324001801,848        pp,3.91,"454,859",-660,"Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/77265004-the-iliad
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wandering Souls,"Pin, Cecile",1250863465,9781250863461,1250863465,240        pp,4.16,"9,440","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/60741794-wandering-souls
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fury,"Michaelides, Alex*",,,B0BXTB6HSN,295        pp,3.42,"79,727","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2024",,Kindle Edition,view,/book/show/125500880-the-fury
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gangster Warlords: Drug Dollars, Killing Fields, and the New Politics of Latin America","Grillo, Ioan",162040379X,9781620403792,162040379X,384        pp,4.13,"1,355","Jan 19, 2016","Jan 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2024",,Hardcover,view,/book/show/25663879-gangster-warlords
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slow Dance,"Rowell, Rainbow*",0063380196,9780063380196,0063380196,400        pp,4.20,362,"Jul 23, 2024","Jul 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Hardcover,view,/book/show/198530925-slow-dance
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maame,"George, Jessica",1250853737,9781250853738,1250853737,336        pp,4.07,"83,342","Jan 31, 2023","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Paperback,view,/book/show/127281413-maame
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sheets        (Sheets, #1)","Thummler, Brenna",194130267X,9781941302675,194130267X,242        pp,3.85,"43,642","Aug 28, 2018","Aug 28, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 20, 2024","Jan 21, 2024","Jan 20, 2024",,Paperback,view,/book/show/38958846-sheets
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manmade Monsters,"Rogers, Andrea L.",1646141792,9781646141791,1646141792,336        pp,3.96,"1,623","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/60420451-manmade-monsters
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gilded Ones,"Forna, Namina*",1984848712,9781984848710,1984848712,432        pp,4.00,"47,870","Feb 09, 2021","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Paperback,view,/book/show/58496710-the-gilded-ones
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,486,931","Mar 05, 2019","Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 25, 2023","Dec 30, 2023","Dec 25, 2023",,Hardcover,view,/book/show/40597810-daisy-jones-the-six
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solo,"Alexander, Kwame",,,B01MQGWV5F,463        pp,3.94,"13,030","Jul 25, 2017","Jul 25, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 25, 2023","Dec 25, 2023","Dec 25, 2023",,Kindle Edition,view,/book/show/33004289-solo
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wandering Stars,"Orange, Tommy*",0593318250,9780593318256,0593318250,336        pp,4.01,"4,907","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2023",,Hardcover,view,/book/show/174147294-wandering-stars
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562974,9780399562976,0399562974,464        pp,4.28,"128,858","Jun 14, 2022","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2023",,Paperback,view,/book/show/201815795-horse
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Lies in the Woods,"Marshall, Kate Alice*",1250859891,9781250859891,1250859891,336        pp,3.97,"115,380","Jan 17, 2023","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2023",,Paperback,view,/book/show/127279991-what-lies-in-the-woods
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,F. Scott Fitzgerald's The Great Gatsby,"Bloom, Harold",0791085805,9780791085806,0791085805,143        pp,3.81,141,"Jan 01, 1986","Jan 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 14, 2023","Dec 20, 2023","Dec 14, 2023",,Hardcover,view,/book/show/444528.F_Scott_Fitzgerald_s_The_Great_Gatsby
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parable of the Sower,"Butler, Octavia E.",153875939X,9781538759394,153875939X,400        pp,4.21,"167,826",Oct 1993,"Dec 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Paperback,view,/book/show/115559438-parable-of-the-sower
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brooklyn        (Eilis Lacey, #1)","Tóibín, Colm",1501106473,9781501106477,1501106473,288        pp,3.70,"113,335","Apr 29, 2009","Sep 08, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Paperback,view,/book/show/23492483-brooklyn
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Frozen River,"Lawhon, Ariel*",0385546874,9780385546874,0385546874,432        pp,4.48,"58,170","Dec 05, 2023","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2023",,Hardcover,view,/book/show/112975658-the-frozen-river
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Mothers,"Faulkner, Katherine",1668024780,9781668024782,1668024780,384        pp,3.85,"16,533","Dec 05, 2023","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2023",,Hardcover,view,/book/show/101145752-the-other-mothers
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Welcome Home, Stranger","Christensen, Kate*",0063299704,9780063299702,0063299704,224        pp,3.46,"2,595","Dec 05, 2023","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2023",,Hardcover,view,/book/show/123239371-welcome-home-stranger
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Will Teach You to Be Rich: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works,"Sethi, Ramit*",1523505745,9781523505746,1523505745,352        pp,4.18,"50,796","Jan 01, 2009","May 14, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 26, 2023","Dec 14, 2023","Nov 26, 2023",,Paperback,view,/book/show/40591670-i-will-teach-you-to-be-rich
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Rage: Mothers, Fathers, and the Myth of Equal Partnership","Lockman, Darcy",0062861468,9780062861467,,352        pp,4.16,"2,215","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,ebook,view,/book/show/39937627-all-the-rage
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Darcy Myth: Jane Austen, Literary Heartthrobs, and the Monsters They Taught Us to Love","Feder, Rachel",1683693582,9781683693581,B0BV65F65G,243        pp,3.30,387,unknown,"Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/125072516-the-darcy-myth
