,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Quiltgranny's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fleishman Is in Trouble,"Brodesser-Akner, Taffy",0525510877,9780525510871,0525510877,373        pp,3.64,"81,617","Jun 18, 2019","Jun 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 09, 2024",not set,"Apr 09, 2024",,Hardcover,view,/book/show/41880602-fleishman-is-in-trouble
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Cheerfully Refuse,"Enger, Leif",0802162932,9780802162939,0802162932,336        pp,4.19,339,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2024",,Hardcover,view,/book/show/198276006-i-cheerfully-refuse
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",0385539266,9780385539265,,951        pp,4.34,"618,355","Mar 10, 2015",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 23, 2024",not set,"Mar 23, 2024",,ebook,view,/book/show/39100683-a-little-life
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True North,"Graff, Andrew J.",0063161419,9780063161412,0063161419,304        pp,3.77,498,"Jan 02, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Hardcover,view,/book/show/156018620-true-north
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women,"Hannah, Kristin*",1250178630,9781250178633,,480        pp,4.69,"225,589","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 05, 2024",not set,"Mar 05, 2024",,Hardcover,view,/book/show/127305853-the-women
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One Hundred Years of Lenni and Margot,"Cronin, Marianne*",,,B08F7SS35N,352        pp,4.30,"96,049","Jun 01, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 11, 2024","Feb 25, 2024","Feb 11, 2024",,Kindle Edition,view,/book/show/55683973-the-one-hundred-years-of-lenni-and-margot
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vera Wong’s Unsolicited Advice for Murderers,"Sutanto, Jesse Q*",,,B0B4513BRW,368        pp,4.05,"83,070","Mar 14, 2023","Mar 14, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 25, 2024","Feb 29, 2024","Jan 03, 2024",,Kindle Edition,view,/book/show/61070573-vera-wong-s-unsolicited-advice-for-murderers
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unmaking of June Farrow,"Young, Adrienne*",0593598679,9780593598672,0593598679,320        pp,4.20,"48,397","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 05, 2024",not set,"Jan 01, 2024",,Hardcover,view,/book/show/66087062-the-unmaking-of-june-farrow
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Spirits,"Banks, Russell",0593536770,9780593536773,0593536770,240        pp,3.97,245,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Hardcover,view,/book/show/75305025-american-spirits
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mayor of Maxwell Street,"Cunningham, Avery*",1368093000,9781368093002,1368093000,528        pp,3.54,"3,004","Jan 30, 2024","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Hardcover,view,/book/show/133206574-the-mayor-of-maxwell-street
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,River Sing Me Home,"Shearer, Eleanor*",0593548043,9780593548042,0593548043,322        pp,4.02,"22,514","Jan 19, 2023","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Hardcover,view,/book/show/61111298-river-sing-me-home
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go as a River,"Read, Shelley*",1954118236,9781954118232,1954118236,320        pp,4.31,"64,860","Mar 07, 2023","Feb 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 15, 2023","Dec 18, 2023","Dec 09, 2023",,Hardcover,view,/book/show/63922274-go-as-a-river
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weyward,"Hart, Emilia",125028080X,9781250280800,125028080X,329        pp,4.09,"140,041","Feb 02, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Hardcover,view,/book/show/60654349-weyward
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maame,"George, Jessica",,,,320        pp,4.07,"83,331","Jan 31, 2023","Jan 31, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 09, 2023","Nov 13, 2023","Dec 09, 2023",,Hardcover,view,/book/show/60784605-maame
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Measure,"Erlick, Nikki",0063204207,9780063204201,0063204207,353        pp,4.00,"196,160","Jun 28, 2022","Jun 28, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 28, 2023","Nov 15, 2023","Oct 28, 2023",,Hardcover,view,/book/show/58884736-the-measure
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sweetness of Water,"Harris, Nathan*",0316461245,9780316461245,0316461245,368        pp,4.16,"51,648","Jun 15, 2021","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2023",,Paperback,view,/book/show/58950720-the-sweetness-of-water
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Map Colorist,"D’Harlingue, Rebecca*",1647425476,9781647425470,,312        pp,3.97,212,"Sep 19, 2023","Sep 19, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 05, 2023","Oct 18, 2023","Sep 28, 2023",,Paperback,view,/book/show/131067678-the-map-colorist
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Other Eden,"Harding, Paul",132403629X,9781324036296,132403629X,224        pp,3.80,"11,988","Jan 24, 2023","Jan 24, 2023",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 22, 2023","Nov 23, 2023","Sep 26, 2023",,Hardcover,view,/book/show/61089492-this-other-eden
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood to Rubies,"Hufford, Deborah*",,9798888240731,B0CDNNHX2G,418        pp,4.49,134,"Sep 19, 2023","Sep 19, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 20, 2023","Oct 15, 2023","Sep 20, 2023",,Kindle Edition,view,/book/show/195650849-blood-to-rubies
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matrix,"Groff, Lauren*",1594634491,9781594634499,1594634491,260        pp,3.68,"56,696","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2023",,Hardcover,view,/book/show/57185348-matrix
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Happy Life of Isadora Bentley,"Walsh, Courtney*",0840712804,9780840712806,0840712804,358        pp,4.20,"8,568",Jun 2023,"Jun 13, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 20, 2023","Dec 23, 2023","Sep 06, 2023",,Paperback,view,/book/show/63354446-the-happy-life-of-isadora-bentley
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,689","Aug 01, 2023","Aug 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2023","Oct 05, 2023","Sep 06, 2023",,Hardcover,view,/book/show/63241104-tom-lake
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Daughter,"Harmel, Kristin*",1982191708,9781982191702,1982191708,384        pp,4.27,"36,968","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Hardcover,view,/book/show/62327255-the-paris-daughter
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The St. Ambrose School for Girls,"Ward, Jessica",1982194863,9781982194864,1982194863,358        pp,3.28,"5,791","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Hardcover,view,/book/show/62919888-the-st-ambrose-school-for-girls
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422961,9780593422960,B0BPNP7YQB,400        pp,4.08,"129,220","Aug 08, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 06, 2023","Sep 20, 2023","Sep 06, 2023",,Kindle Edition,view,/book/show/85148114-the-heaven-earth-grocery-store
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Museum of Ordinary People,"Gayle, Mike*",1538740842,9781538740842,1538740842,336        pp,3.88,"9,231","Jul 07, 2022","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Paperback,view,/book/show/63202481-the-museum-of-ordinary-people
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Lonely People,"Gayle, Mike*",,,,385        pp,4.18,"26,472","Jul 23, 2020","Jul 13, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 25, 2023","Dec 14, 2023","Sep 06, 2023",,Kindle Edition,view,/book/show/57824466-all-the-lonely-people
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Charlie: Wisdom from the Remarkable American Life of a 109-Year-Old Man,"Drehle, David von",1476773920,9781476773926,1476773920,194        pp,4.01,"7,113","May 23, 2023","May 23, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 29, 2023","Oct 05, 2023","Aug 29, 2023",,Hardcover,view,/book/show/62918681-the-book-of-charlie
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Two Persons,"Bauermeister, Erica*",1250284376,9781250284372,1250284376,314        pp,4.11,"17,650","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Excellent,Notes are private!,0,0,1,"Aug 20, 2023","Aug 29, 2023","Aug 20, 2023",,Hardcover,view (with text),/book/show/60196684-no-two-persons
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Door-to-Door Bookstore,"Henn, Carsten",133549085X,9781335490858,133549085X,239        pp,4.15,"15,485",2020,"Aug 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 06, 2023","Aug 09, 2023","Aug 06, 2023",,Hardcover,view,/book/show/62192261-the-door-to-door-bookstore
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ultimate Air Fryer Perfection: 185 Remarkable Recipes That Make the Most of Your Air Fryer,America's Test Kitchen,195421085X,9781954210851,B0C4XJ9V1H,296        pp,3.45,11,unknown,"Oct 31, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2023","Aug 05, 2023","Aug 06, 2023",,Kindle Edition,view,/book/show/152232393-ultimate-air-fryer-perfection
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Healthy Air Fryer: 75 Feel-Good Recipes. Any Meal. Any Air Fryer.,America's Test Kitchen,,,B091PJ5JL7,193        pp,3.50,78,unknown,"Dec 28, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 05, 2023","Aug 06, 2023","Aug 06, 2023",,Kindle Edition,view,/book/show/58703100-healthy-air-fryer
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"River of the Gods: Genius, Courage and Betrayal in the Search for the Source of the Nile","Millard, Candice",052552407X,9780525524076,052552407X,349        pp,3.84,"13,476","May 17, 2022","May 17, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jul 15, 2023not set","Aug 05, 2023not set","Aug 06, 2023",,Hardcover,view,/book/show/58777696-river-of-the-gods
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Tan’s Circle of Women,"See, Lisa*",1982117087,9781982117085,1982117087,368        pp,4.37,"83,956","Jun 06, 2023","Jun 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 27, 2023","Aug 09, 2023","Jul 27, 2023",,Hardcover,view,/book/show/62919732-lady-tan-s-circle-of-women
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violin Conspiracy,"Slocumb, Brendan",0593315413,9780593315415,0593315413,345        pp,4.12,"53,046","Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2023","Jun 17, 2023","May 30, 2023",,Hardcover,view,/book/show/58386733-the-violin-conspiracy
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Don't Say a Thing: A Predator, a Pursuit, and the Women Who Persevered","Leitner, Tamara",1542039436,9781542039437,B0BDP91CF2,461        pp,3.90,"3,051",unknown,"Jun 01, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 20, 2023","May 21, 2023","May 20, 2023",,Kindle Edition,view,/book/show/74873368-don-t-say-a-thing
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",,,,724        pp,4.47,"150,546","May 02, 2023","May 02, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m not rating this yet. I still have about 200 pages or so to go, but It’s been terribly difficult to stay engaged, although the writing is sooooo goI’m not rating this yet. I still have about 200 pages or so to go, but It’s been terribly difficult to stay engaged, although the writing is sooooo good. I think the fact that there are so many different people in so many different places with names I can’t hold in my head has been an impediment. I’ll set it aside, then come back to it later for a finish. ...more",Notes are private!,0,1,1,"May 03, 2023","Jun 17, 2023","May 03, 2023",,Hardcover,view (with text),/book/show/62687857-the-covenant-of-water
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peach Blossom Spring,"Fu, Melissa*",0316286737,9780316286732,0316286737,400        pp,4.19,"16,818","Mar 15, 2022","Mar 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 26, 2023","May 03, 2023","May 03, 2023",,Hardcover,view,/book/show/58231775-peach-blossom-spring
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where Waters Meet,"Ling, Zhang",1662509014,9781662509018,B0B3HRYSH5,281        pp,3.86,"5,902","May 01, 2023","May 01, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 22, 2023","May 03, 2023","Apr 22, 2023",,Kindle Edition,view,/book/show/61261086-where-waters-meet
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"By Her Own Design: The Story of Ann Lowe, Society's Best-Kept Secret","Huguley, Piper*",0063059746,9780063059740,0063059746,384        pp,4.30,"5,383","Jun 07, 2022","Jun 07, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 15, 2023","Apr 19, 2023","Apr 20, 2023",,Paperback,view,/book/show/57992944-by-her-own-design
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Escape: A True Story of Forced Labor and Immigrant Dreams in America,"Soni, Saket",1643750089,9781643750088,1643750089,368        pp,4.54,646,"Jan 24, 2023","Jan 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 07, 2023","Apr 14, 2023","Apr 07, 2023",,Hardcover,view,/book/show/60831905-the-great-escape
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"River Woman, River Demon","Givhan, Jennifer*",1665057505,9781665057509,1665057505,330        pp,3.60,"9,955","Oct 24, 2022","Oct 04, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 09, 2023","Apr 07, 2023","Mar 09, 2023",,Hardcover,view,/book/show/60633524-river-woman-river-demon
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mitford Affair,"Benedict, Marie*",1728229367,9781728229362,1728229367,352        pp,3.71,"13,023","Jan 17, 2023","Jan 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 08, 2023","May 03, 2023","Mar 08, 2023",,Hardcover,view,/book/show/60604163-the-mitford-affair
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind Knows My Name,"Allende, Isabel*",0593598105,9780593598108,0593598105,260        pp,4.03,"33,276","Jun 06, 2023","Jun 06, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2023","Aug 20, 2023","Mar 01, 2023",,Hardcover,view,/book/show/62583516-the-wind-knows-my-name
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The German Girl,"Correa, Armando Lucas*",1501121146,9781501121142,1501121146,360        pp,3.81,"35,500","Oct 18, 2016","Oct 18, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 25, 2023","Feb 28, 2023","Feb 25, 2023",,Hardcover,view,/book/show/29430755-the-german-girl
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fresh Water for Flowers,"Perrin, Valérie",1609455959,9781609455958,1609455959,476        pp,4.28,"72,411","Feb 28, 2018","Jun 02, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2023","Feb 25, 2023","Feb 23, 2023",,Hardcover,view,/book/show/52649136-fresh-water-for-flowers
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ten Thousand Doors of January,"Harrow, Alix E.*",0316421995,9780316421997,0316421995,374        pp,4.03,"138,008","Sep 10, 2019","Sep 10, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Apr 02, 2023Sep 20, 2023","Apr 10, 2023not set","Feb 19, 2023",,Hardcover,view,/book/show/43521657-the-ten-thousand-doors-of-january
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book Woman's Daughter        (The Book Woman of Troublesome Creek, #2)","Richardson, Kim Michele*",1728242592,9781728242590,1728242592,336        pp,4.23,"64,175","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 06, 2023","Aug 09, 2023","Feb 11, 2023",,Paperback,view,/book/show/58803339-the-book-woman-s-daughter
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Take My Hand,"Perkins-Valdez, Dolen*",0593337697,9780593337691,0593337697,359        pp,4.37,"77,461","Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2023",,Hardcover,view,/book/show/55650158-take-my-hand
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Good People Here,"Flowers, Ashley*",0593496477,9780593496473,0593496477,312        pp,3.85,"220,276","Aug 16, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2023",,Hardcover,view,/book/show/60142750-all-good-people-here
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Olga Dies Dreaming,"Gonzalez, Xochitl*",1250786177,9781250786173,1250786177,369        pp,3.99,"61,759","Jan 04, 2022","Jan 04, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 20, 2023","Feb 22, 2023","Feb 11, 2023",,Hardcover,view,/book/show/57693171-olga-dies-dreaming
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"541,006","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Loved the audiobook version.,Notes are private!,0,1,1,"Apr 20, 2023","Apr 20, 2023","Feb 11, 2023",,Hardcover,view (with text),/book/show/58733693-remarkably-bright-creatures
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,350","Jul 05, 2022","Jul 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 07, 2023","Feb 17, 2023","Feb 07, 2023",,Hardcover,view,/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erotic Stories for Punjabi Widows,"Jaswal, Balli Kaur*",0062645129,9780062645128,0062645129,304        pp,3.93,"100,694","Mar 09, 2017","Jun 13, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 25, 2023","Feb 23, 2023","Jan 25, 2023",,Hardcover,view,/book/show/32075853-erotic-stories-for-punjabi-widows
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hang the Moon,"Walls, Jeannette*",1501117297,9781501117299,1501117297,368        pp,3.84,"60,684","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2023",,Hardcover,view,/book/show/61272702-hang-the-moon
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Believers,"Makkai, Rebecca*",073522353X,9780735223530,073522353X,421        pp,4.28,"135,444","Jun 19, 2018","Jun 04, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m not quite sure how to rate this novel, so I will rate it as a good read. I never have cared for chapter changes back and forth in time, and at timI’m not quite sure how to rate this novel, so I will rate it as a good read. I never have cared for chapter changes back and forth in time, and at times, this method interrupted the story for me and made it feel disjointed. There were actually multiple stories of love all intensely sad. Friendship, love, honor and forgiveness are intense subject matters to tackle all at once. Perhaps that was why the audio is 18 hours? Worth the read, but truly a depressing look at the turbulent 1980s....more",Notes are private!,0,1,1,"Jan 11, 2023","Jan 15, 2023","Jan 15, 2023",,Paperback,view (with text),/book/show/45304101-the-great-believers
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Borrower,"Makkai, Rebecca*",0670022810,9780670022816,0670022810,324        pp,3.53,"14,260","Jun 09, 2011","Jun 09, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Hardcover,view,/book/show/9902278-the-borrower
