,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,David's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Rise Again at a Decent Hour,"Ferris, Joshua*",0316033979,9780316033978,0316033979,352        pp,3.08,"15,197","Dec 18, 2014","May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 10, 2015",not set,"Aug 10, 2015",,Hardcover,view,/book/show/18453074-to-rise-again-at-a-decent-hour
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Those Who Leave and Those Who Stay        (The Neapolitan Novels, #3)","Ferrante, Elena",,,,418        pp,4.35,"148,715","Oct 30, 2013","Sep 02, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Aug 10, 2015",,Paperback,view,/book/show/23156040-those-who-leave-and-those-who-stay
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Story of a New Name        (The Neapolitan Novels, #2)","Ferrante, Elena",,,1609451341,471        pp,4.44,"179,008","Sep 22, 2012","Sep 03, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 10, 2015",,Paperback,view,/book/show/17465515-the-story-of-a-new-name
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,188","Mar 10, 2015","Mar 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 12, 2015","Jul 25, 2015","Jul 12, 2015",,Hardcover,view,/book/show/22822858-a-little-life
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Brilliant Friend        (My Brilliant Friend #1),"Ferrante, Elena",,,,331        pp,4.04,"332,899","Oct 19, 2011","Sep 25, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 12, 2015","Aug 10, 2015","Jul 12, 2015",,Paperback,view,/book/show/13586707-my-brilliant-friend
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fango,"Ammaniti, Niccolò",8804468645,9788804468646,8804468645,322        pp,3.67,"2,913",1996,"Jun 29, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 12, 2015",not set,"Jul 12, 2015",,Paperback,view,/book/show/2816931-fango
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Écume des jours,"Vian, Boris",,,,351        pp,3.94,"37,376","Mar 11, 1947","Feb 26, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The ending scene of this extraordinary book is just as surreal as the 300 pages that precede it: the little mouse that has appeared throughout as a kiThe ending scene of this extraordinary book is just as surreal as the 300 pages that precede it: the little mouse that has appeared throughout as a kind of murine Greek chorus of one decides to commit suicide by cat. It is a testament to the power of the novel that I, for one, cried at that ending.I started the book with more than a little scepticism because -- well, surrealism --, but within 30 pages I was totally hooked.I read it in French; there are, I believe, three translations in English. My internet research suggests that the earliest of these, ""Froth on the Daydream"" by Stanley Chapman, may be preferable, though judging the calibre of literary translation is a tricky game at best. American readers may prefer the more recent translation, ""Foam of the Daze"", by Brian Harper.Jazz, the fantastical musical-olfactory invention of the pianocktail, death by water-lily, eels in the plumbing, the central doomed love-story of Colin and Chloé, Colin's friend Chick's fatal obsession with the works of ""Jean-Sol Partre"" -- heck, one can list the ingredients of this magnificent book without ever coming close to conveying its magic.You will just have to seek it out for yourself. You won't regret it. trust me....more",Notes are private!,0,13,1,not set,"Feb 09, 2015","Feb 09, 2015",,Mass Market Paperback,view (with text),/book/show/141828.L_cume_des_jours
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Void,"Perec, Georges",1567922961,9781567922967,1567922961,284        pp,3.76,"3,465",1969,"Nov 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3 points for virtuosity; no points for soul.,Notes are private!,0,9,1,not set,"Dec 23, 2014","Dec 28, 2014",,Paperback,view (with text),/book/show/28294.A_Void
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life: A User's Manual,"Perec, Georges",0879237511,9780879237516,0879237511,581        pp,4.19,"8,994","May 15, 1978",Oct 1988,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You have to make it through the first 50 pages, which are heavy sledding. But then, somehow, it took off (for me, at least). Which surprised the hell You have to make it through the first 50 pages, which are heavy sledding. But then, somehow, it took off (for me, at least). Which surprised the hell out of me, to be honest. Because normally I just can't abide descriptions of furniture, and rooms and stuff -- I tend to skim right over it. Perec spends an inordinate amount of space in describing the furnishings, when he's not making up amusingly wacky lists, or telling another shaggy dog story about some guy getting fleeced or murdered or jilted in some suitably exotic locale. Then there's the whole Oulipian constraint machinery because, you know, Perec. Apart from a bunch of ruminating about jigsaw puzzles, the big one is that the apartment building is laid out like a 10 x 10 grid, the chapters move around on this grid following a knight's tour trajectory. Then there's some other stuff about matching the constraints to the chapters according to a Graeco-Latin square design, though to be honest it's not clear that those particular constraints add a while lot to the soul of the book.Because yes, the book most decidedly has a soul. It's not just the kind of sterile, cerebral Oulipian exercise you might be imagining. Literary references out the wazoo, fun to spot if you enjoy that kind of game. A surprisingly poignant central trio of characters (the jigsaw jokers).Oh, and quest stories. This book has an inordinate number of quest stories. Mostly they do not end well.What I'm not managing to convey here is how much fun this book is. Clearly Monsieur Perec was a wicked smart dude. Equally clearly, and more importantly, he was a total mensch....more",Notes are private!,0,20,1,not set,"Dec 28, 2014","Dec 28, 2014",,Paperback,view (with text),/book/show/28293.Life
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Dictionary of Hiberno-English: The Irish Use of English,"Dolan, Terence Patrick",071712942X,9780717129423,071712942X,311        pp,4.17,36,Nov 1998,"Jan 01, 1999",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 08, 2014",,Paperback,view,/book/show/3300658-a-dictionary-of-hiberno-english
