,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tannaz's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tempted by the Devil        (Kings of Mafia #1),"Heard, Michelle*",,,B0CJV4WD1P,387        pp,3.90,"19,239",unknown,"Oct 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 10, 2024",,Kindle Edition,view,/book/show/199284545-tempted-by-the-devil
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings","Knight, Michelle",1602862567,9781602862562,1602862567,252        pp,4.16,"27,963","May 16, 2014","May 06, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 07, 2024",,Hardcover,view,/book/show/20257122-finding-me
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,میعاد با راما,"Clarke, Arthur C.",6001828520,9786001828522,6001828520,328        pp,4.12,"165,947",Jun 1973,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 27, 2024",,Paperback,view,/book/show/206033425
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,آتش و خون        (A Targaryen History #1),"Martin, George R.R.",,9786226220484,,793        pp,4.02,"102,315","Nov 20, 2018","Oct 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 27, 2024",,Hardcover,view,/book/show/55826001
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reckless Girls,"Hawkins, Rachel*",1250274257,9781250274250,1250274257,320        pp,3.57,"125,193","Jan 04, 2022","Jan 04, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 27, 2024",,Hardcover,view,/book/show/57693168-reckless-girls
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bastille vs. the Evil Librarians        (Alcatraz vs. the Evil Librarians, #6)","Sanderson, Brandon*",1250811066,9781250811066,1250811066,256        pp,4.09,"3,662","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/59808314-bastille-vs-the-evil-librarians
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Coffin Maker’s Garden        (Ash Henderson, #3)","MacBride, Stuart",0008208328,9780008208325,0008208328,496        pp,4.02,"3,869","Jan 07, 2021","Jan 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 15, 2024",,Paperback,view,/book/show/54494926-the-coffin-maker-s-garden
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Ice        (Harry Bosch, #2; Harry Bosch Universe, #2)","Connelly, Michael*",0446613444,9780446613446,0446613444,439        pp,4.12,"83,537","Dec 01, 1993","Dec 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,3,1,1,"Mar 07, 2024",not set,"Mar 07, 2024",,Mass Market Paperback,view,/book/show/24244.The_Black_Ice
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ruckus        (Sinners of Saint, #2)","Shen, L.J.*",,,,369        pp,4.15,"59,142","May 23, 2017","May 23, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 06, 2024",,ebook,view,/book/show/33643772-ruckus
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Housemaid's Secret        (The Housemaid, #2)","McFadden, Freida*",1837901317,9781837901319,B0BGXYL3BZ,318        pp,4.26,"502,691","Feb 15, 2023","Feb 20, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 04, 2024",,Kindle Edition,view,/book/show/62848145-the-housemaid-s-secret
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,685","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2024",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Not Another Bad Date        (Writer Friends, #4)","Gibson, Rachel*",0061178047,9780061178047,0061178047,377        pp,3.88,"11,292","May 27, 2008","May 27, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 25, 2024",,Mass Market Paperback,view,/book/show/2087940.Not_Another_Bad_Date
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,راهنمای بازدید از موزه‌ی کمونیسم: قصه‌هایی از زبان یک موش، یک طوطی، یک خرس، یک گربه، یک موش کور، یک خوک، یک سگ، و یک زاغ,"Drakulić, Slavenka",,9789642092895,,176        pp,3.58,675,2009,Dec 2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,کتاب قبلی را بیشتر دوست داشتم....,Notes are private!,0,1,1,not set,not set,"Feb 25, 2024",,Paperback,view (with text),/book/show/37803314
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twisted Games        (Twisted, #2)","Huang, Ana*",,,B091SLLP6H,456        pp,4.12,"575,761","Jul 29, 2021","Jul 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2024",,Kindle Edition,view,/book/show/56653002-twisted-games
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Raze        (Scarred Souls, #1)","Cole, Tillie*",,,,256        pp,4.10,"25,814","Dec 29, 2014","Dec 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 23, 2024",,ebook,view,/book/show/23262621-raze
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Final Debt        (Indebted, #6)","Winters, Pepper*",1519380607,9781519380609,1519380607,472        pp,4.31,"9,240","Nov 30, 2015","Nov 30, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/23597621-final-debt
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fourth Debt        (Indebted, #5)","Winters, Pepper*",,,B00W6BY24Q,350        pp,4.26,"10,706","Aug 11, 2015","Aug 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Kindle Edition,view,/book/show/25371482-fourth-debt
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Third Debt        (Indebted, #4)","Winters, Pepper*",1511647396,9781511647397,1511647396,386        pp,4.34,"12,591","Apr 12, 2015","Apr 16, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/23597614-third-debt
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunter        (Boston Belles, #1)","Shen, L.J.*",1732624747,9781732624740,1732624747,394        pp,3.99,"49,328","May 10, 2020","May 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/46038707-the-hunter
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ward D,"McFadden, Freida*",,,B0BXHSFMF4,333        pp,4.04,"158,593","May 08, 2023","May 08, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 20, 2024",,Kindle Edition,view,/book/show/123193218-ward-d
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,سخت پوست,"اسدی, ساناز",,9786220109655,,115        pp,3.49,204,Nov 2022,Nov 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/63207584
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unbroken: A World War II Story of Survival, Resilience and Redemption","Hillenbrand, Laura",1400064163,9781400064168,1400064163,475        pp,4.38,"934,727","Nov 16, 2010","Nov 16, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"God bless all the warriors, all over the world. Specially ours, in (hasht sal defae moghadas)",Notes are private!,0,0,1,not set,not set,"Feb 09, 2024",,Hardcover,view (with text),/book/show/8664353-unbroken
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dark Talent        (Alcatraz, #5)","Sanderson, Brandon*",0765381400,9780765381408,0765381400,281        pp,4.12,"7,763","Sep 06, 2016","Sep 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 07, 2024",,Hardcover,view,/book/show/26114421-the-dark-talent
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Four Blind Mice        (Alex Cross, #8)","Patterson, James*",0747266921,9780747266921,0747266921,416        pp,4.04,"52,594","Nov 18, 2002","Jan 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 06, 2024",,Paperback,view,/book/show/53625.Four_Blind_Mice
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kiss an Angel,"Phillips, Susan Elizabeth*",0380782332,9780380782338,0380782332,384        pp,4.18,"64,457","Feb 01, 1996","Feb 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Feb 2024,"Mar 05, 2024","Feb 01, 2024",,Paperback,view,/book/show/73086.Kiss_an_Angel
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Inheritance Games        (The Inheritance Games, #1)","Barnes, Jennifer Lynn*",1368052401,9781368052405,1368052401,386        pp,4.17,"705,962","Sep 01, 2020","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 30, 2024",,Hardcover,view,/book/show/52439531-the-inheritance-games
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twisted Hate        (Twisted, #3)","Huang, Ana*",,,B0994RZ2L1,522        pp,4.01,"418,292","Jan 27, 2022","Jan 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2024",,Kindle Edition,view,/book/show/56688531-twisted-hate
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plot,"Korelitz, Jean Hanff*",125079076X,9781250790767,125079076X,320        pp,3.82,"113,955","May 11, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/55315487-the-plot
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What You Are Looking For Is in the Library,"Aoyama, Michiko",1335005625,9781335005625,1335005625,304        pp,4.10,"31,677","Nov 09, 2020","Sep 05, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was nice, but it wasn't midnight library for sure. I didn't like last 30 pages.It was nice, but it wasn't midnight library for sure. I didn't like last 30 pages....more",Notes are private!,0,4,1,not set,not set,"Jan 26, 2024",,Hardcover,view (with text),/book/show/91274427-what-you-are-looking-for-is-in-the-library
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Henna Artist        (The Jaipur Trilogy, #1)","Joshi, Alka*",0778310205,9780778310204,0778310205,384        pp,4.19,"177,365","Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 20, 2024",,Paperback,view,/book/show/50607466-the-henna-artist
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alcatraz Versus the Shattered Lens        (Alcatraz, #4)","Sanderson, Brandon*",0439925576,9780439925570,0439925576,294        pp,4.13,"11,347","Dec 01, 2010","Dec 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 16, 2024",,Hardcover,view,/book/show/7740659-alcatraz-versus-the-shattered-lens
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Courage We Have Found,"Schabowski, Carly",1803146230,9781803146232,B0BGSMRVCK,335        pp,4.28,513,unknown,"Nov 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 14, 2024",,Kindle Edition,view,/book/show/63024527-all-the-courage-we-have-found
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,V2: A Novel of World War II,"Harris, Robert*",0525656723,,B084M6DHRW,317        pp,3.91,"13,249","Nov 17, 2020","Nov 17, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 12, 2024",,Kindle Edition,view,/book/show/51332327-v2
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alcatraz Versus the Knights of Crystallia        (Alcatraz, #3)","Sanderson, Brandon*",043992555X,9780439925556,043992555X,299        pp,4.13,"13,085",Oct 2009,Oct 2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2024",,Hardcover,view,/book/show/6366110-alcatraz-versus-the-knights-of-crystallia
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,229,917","Mar 31, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You know, I am a chemical engineer, not a chemist but I did love the book very much.",Notes are private!,0,0,1,not set,not set,"Jan 01, 2024",,Hardcover,view (with text),/book/show/58065033-lessons-in-chemistry
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shades of Twilight,"Howard, Linda",0671019716,9780671019716,0671019716,384        pp,4.11,"10,491",Jul 1996,"Sep 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 31, 2023",,Mass Market Paperback,view,/book/show/439941.Shades_of_Twilight
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suddenly You,"Kleypas, Lisa*",0061259357,9780061259357,0061259357,384        pp,3.94,"29,433","Dec 17, 2000","Nov 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 31, 2023",,Mass Market Paperback,view,/book/show/161910.Suddenly_You
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zero Days,"Ware, Ruth*",1982155299,9781982155292,1982155299,356        pp,3.66,"75,103","Jun 20, 2023","Jun 20, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 30, 2023",,Hardcover,view,/book/show/62919765-zero-days
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pretty Little Wife,"Kane, Darby",0063016400,9780063016408,0063016400,403        pp,3.93,"61,081","Dec 29, 2020","Dec 29, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Dec 26, 2023",,Paperback,view,/book/show/53441185-pretty-little-wife
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Echo        (Harry Bosch, #1; Harry Bosch Universe, #1)","Connelly, Michael*",0446612731,9780446612739,B007CIMPC4,482        pp,4.13,"198,072","Jan 21, 1992","Jan 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 21, 2023","Jan 30, 2024","Dec 21, 2023",,Paperback,view,/book/show/32508.The_Black_Echo
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alcatraz Versus the Scrivener's Bones        (Alcatraz vs. the Evil Librarians #2),"Sanderson, Brandon*",0439925533,9780439925532,0439925533,322        pp,4.14,"15,910","Nov 01, 2008","Nov 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2023",,Hardcover,view,/book/show/3485562-alcatraz-versus-the-scrivener-s-bones
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pennies        (Dollar, #1)","Winters, Pepper*",,,B01IPYQHH2,300        pp,4.16,"15,857","Jul 18, 2016","Jul 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 18, 2023",,Kindle Edition,view,/book/show/34614449-pennies
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apples Never Fall,"Moriarty, Liane*",1250220254,9781250220257,1250220254,467        pp,3.77,"347,949","Sep 14, 2021","Sep 14, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 16, 2023",,Hardcover,view,/book/show/56143578-apples-never-fall
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Try the Girl,"Chandler, Raymond",,,B00U438O7E,45        pp,3.62,61,1937,"Feb 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2023",,Kindle Edition,view,/book/show/25153003-try-the-girl
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Farewell, My Lovely        (Philip Marlowe, #2)","Chandler, Raymond",0394758277,9780394758275,0394758277,292        pp,4.10,"39,399","Jan 01, 1940",Aug 1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2023",,Paperback,view,/book/show/2050.Farewell_My_Lovely
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fires of Vengeance        (The Burning, #2)","Winter, Evan*",,,,529        pp,4.38,"14,342","Nov 10, 2020","Nov 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Dec 10, 2023",,ebook,view,/book/show/43174603-the-fires-of-vengeance
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Die For        (Blair Mallory, #1)","Howard, Linda",0345476255,9780345476258,0345476255,378        pp,4.00,"13,740","Dec 16, 2004","Dec 28, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2023",,Mass Market Paperback,view,/book/show/411701.To_Die_For
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Drop Dead Gorgeous        (Blair Mallory, #2)","Howard, Linda",0345486587,9780345486585,0345486587,348        pp,3.96,"8,991","Nov 28, 2006","Nov 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 07, 2023",,Mass Market Paperback,view,/book/show/30067.Drop_Dead_Gorgeous
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Believed in Mermaids,"O'Neal, Barbara*",1542004519,9781542004510,B07MV8SWZF,348        pp,4.18,"224,271",2019,"Jul 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was very very lovely romantic book, I did love it.",Notes are private!,0,2,1,not set,not set,"Dec 07, 2023",,Kindle Edition,view (with text),/book/show/43717362-when-we-believed-in-mermaids
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue Ticket,"Mackintosh, Sophie",0385545630,9780385545631,0385545630,304        pp,3.22,"10,672","Jun 30, 2020","Jun 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 05, 2023",,Hardcover,view,/book/show/52058372-blue-ticket
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,خواهر کوچیکه,"Chandler, Raymond",9646584004,,,274        pp,3.99,"17,357",1949,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 04, 2023",,,view,/book/show/25275261
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Whispering Door,"Klune, T.J.*",1250217342,9781250217349,1250217342,384        pp,4.16,"224,029","Sep 21, 2021","Sep 21, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Nov 30, 2023",,Hardcover,view,/book/show/53205888-under-the-whispering-door
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alcatraz Versus the Evil Librarians        (Alcatraz, #1)","Sanderson, Brandon*",0439925509,9780439925501,0439925509,308        pp,3.91,"30,722","Oct 01, 2007","Oct 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really love Sanderson's novels.I really love Sanderson's novels....more,Notes are private!,0,0,1,not set,not set,"Nov 21, 2023",,Hardcover,view (with text),/book/show/623976.Alcatraz_Versus_the_Evil_Librarians
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last White Rose        (Tudor Rose #1),"Weir, Alison",0593355032,9780593355039,0593355032,544        pp,4.10,"3,497","May 12, 2022","May 10, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 21, 2023",,Hardcover,view,/book/show/58735042-the-last-white-rose
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,یک عاشقانه‌ی آرام,"Ebrahimi, Nader",9645529123,9789645529121,9645529123,240        pp,3.61,"5,939",1997,2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Nov 16, 2023",,Paperback,view,/book/show/194563._
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brighter the Light,"Taylor, Mary Ellen*",154203258X,9781542032582,B0998WPHDS,360        pp,4.17,"49,012","Jun 07, 2022","Jul 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 13, 2023",,Kindle Edition,view,/book/show/58598295-the-brighter-the-light
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Girls of Willowbrook,"Wiseman, Ellen Marie*",1496715888,9781496715883,1496715888,355        pp,3.93,"36,595","Aug 30, 2022","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 12, 2023",,Paperback,view,/book/show/59530862-the-lost-girls-of-willowbrook
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Control Me        (Corrupted Royals, #2)","Heard, Michelle*",,,,281        pp,4.10,"10,362","Feb 06, 2023","Feb 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 11, 2023",,,view,/book/show/62399595-control-me
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Dangerous Things,"Willingham, Stacy*",1250803853,9781250803856,1250803853,326        pp,4.08,"170,196","Jan 10, 2023","Jan 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At the beginning it was so boring, but at the end!!! Wow!",Notes are private!,0,2,1,not set,not set,"Nov 10, 2023",,Hardcover,view (with text),/book/show/60784636-all-the-dangerous-things
