,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ništa se ne opire noći,"Vigan, Delphine de",,9789533320137,,256        pp,4.31,"15,742","Aug 17, 2011",2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2024",,Paperback,view,/book/show/22857239-ni-ta-se-ne-opire-no-i
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A onda je nestala,"Jewell, Lisa*",,9789531426206,,324        pp,4.06,"677,068","Jul 27, 2017",2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oooodličan triler. Predvidjela sam neke detalje, ali svejedno je odličan utisak.",Notes are private!,0,5,1,"Apr 07, 2024","Apr 09, 2024","Apr 07, 2024",,Paperback,view (with text),/book/show/48748680-a-onda-je-nestala
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ako dugo gledaš u ponor,"Halilović, Enes",,9788660812164,8660812166,214        pp,4.25,221,unknown,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/32884271-ako-dugo-gleda-u-ponor
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Troje,"Barnes, Julian",8661450578,9788661450570,,204        pp,3.71,"6,195",1991,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2024",,Paperback,view,/book/show/13246106-troje
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pertle,"Starnone, Domenico",8652134189,9788652134182,8652134189,168        pp,3.95,"19,172","Oct 14, 2014","Oct 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Paperback,view,/book/show/52940830-pertle
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel Wartburg,"Žmirić, Zoran*",,9789533584522,,216        pp,4.44,317,2022,"Apr 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2024",,Hardcover,view,/book/show/60766119-hotel-wartburg
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zvjezdana mora,"Sheridan, Sara*",,9789533435909,,408        pp,3.56,231,2016,"Aug 01, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pošteno me namučila stilom, radnjom i na kraju bezveznim završetkom",Notes are private!,0,2,1,Apr 2024,"Apr 05, 2024","Apr 01, 2024",,Mass Market Paperback,view (with text),/book/show/35911832-zvjezdana-mora
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Krajnje je vrijeme da ponovno upalimo zvijezde,"Grimaldi, Virginie",,9789535204985,,348        pp,4.22,"10,376",2018,2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Divna priča o snazi porodice i odnosima majka- kćerke.,Notes are private!,0,6,1,"Mar 30, 2024",Apr 2024,"Mar 30, 2024",,Paperback,view (with text),/book/show/61257456-krajnje-je-vrijeme-da-ponovno-upalimo-zvijezde
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Les merveilleuses histoires de Grand-Père,"Amiot, Karine-Marie",2728931879,9782728931873,,unknown,5.00,3,unknown,"Oct 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 30, 2024",not set,"Mar 30, 2024",,Hardcover,view,/book/show/75446167-les-merveilleuses-histoires-de-grand-p-re
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Violinista iz Venecije,"Palombo, Alyssa*",,9788652127344,8652127344,472        pp,4.04,"1,626","Dec 15, 2015","Sep 22, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Očaravajuća i divna saga. Nepravedno mi je dugo bila zapostavljena na polici. Sve preporuke ❤️,Notes are private!,0,7,1,"Mar 28, 2024","Mar 29, 2024","Mar 28, 2024",,Paperback,view (with text),/book/show/36284244-violinista-iz-venecije
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara i Sunce,"Ishiguro, Kazuo*",,9789538266270,,288        pp,3.75,"336,731","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2024",,Paperback,view,/book/show/57316433-klara-i-sunce
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vrijeme rastanka,"Picoult, Jodi*",,9789533434407,,unknown,3.99,"181,143","Oct 14, 2014",Nov 2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dio fabule koji je zasnovan na duhovima i paranormalnom mi se nije svidio i zbog toga ocjena 3.Uživala sam u opisima slonova i brige o njima.""Ja sam oDio fabule koji je zasnovan na duhovima i paranormalnom mi se nije svidio i zbog toga ocjena 3.Uživala sam u opisima slonova i brige o njima.""Ja sam od onih tipova koji neće nikad prekinuti gledanje usred filma, koliko god on loš bio. Varam i pročitam prvo i zadnje poglavlje u knjizi, u slučaju da umrem prije nego je pročitam do kraja. Ne želim izvisiti i cijelu vječnost se pitati kako je završilo.""...more",Notes are private!,0,2,1,"Mar 23, 2024","Mar 26, 2024","Mar 23, 2024",,Hardcover,view (with text),/book/show/32905696-vrijeme-rastanka
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mala zemlja,"Faye, Gaël",8652129835,9788652129836,8652129835,224        pp,4.22,"20,722","Aug 24, 2016","Jul 17, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Nisam imao obješnjenje za smrt jednih i mržnju drugih. Možda je upravo to rat: kad se ništa ne razume.""""Nisam imao obješnjenje za smrt jednih i mržnju drugih. Možda je upravo to rat: kad se ništa ne razume.""...more",Notes are private!,0,9,1,"Mar 22, 2024","Mar 23, 2024","Mar 22, 2024",,Paperback,view (with text),/book/show/41126081-mala-zemlja
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Travnička hronika,"Andrić, Ivo",,,,641        pp,4.27,"2,340",1945,1972,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jan 07, 2005","Feb 03, 2005","Mar 21, 2024",,Hardcover,view,/book/show/18173127-travni-ka-hronika
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ugursuz,"Ibrišimović, Nedžad",,,,211        pp,4.11,91,1968,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 13, 2009","May 24, 2009","Mar 21, 2024",,Hardcover,view,/book/show/15705891-ugursuz
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Osmijeh žene,"Barreau, Nicolas",,9789537213244,,254        pp,3.46,"8,180",2007,Feb 2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Iako je prilično naivan i radnja predvidiva, nije mi bilo dosadno čitati ovaj roman. Nekad mi godi pročitati nešto lagano i neopterećeno.Ocjena 4 za aIako je prilično naivan i radnja predvidiva, nije mi bilo dosadno čitati ovaj roman. Nekad mi godi pročitati nešto lagano i neopterećeno.Ocjena 4 za atmosferu i pozitivna osjećanja....more",Notes are private!,0,3,1,"Mar 20, 2024","Mar 22, 2024","Mar 20, 2024",,Paperback,view (with text),/book/show/20706375-osmijeh-ene
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kada smo bili mladi,"Goldis, Jaclyn*",,9789533237312,,408        pp,3.81,420,"Feb 16, 2021",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Paperback,view,/book/show/58609260-kada-smo-bili-mladi
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dvanaest tajni,"Gold, Robert",,9789533608020,,336        pp,4.00,"7,115","Mar 03, 2022",2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Pošteno me namučila. Motiv ubistva - totalno besmislen.,Notes are private!,0,1,1,"Mar 16, 2024","Mar 20, 2024","Mar 16, 2024",,Paperback,view (with text),/book/show/199023837-dvanaest-tajni
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ubistva u Flit Hausu,"Riley, Lucinda",8652151806,9788652151806,8652151806,406        pp,4.13,"30,320","Apr 19, 2022",2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Paperback,view,/book/show/209700182-ubistva-u-flit-hausu
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Težina snega,"Guay-Poliquin, Christian",,9788610037456,,240        pp,3.91,"2,425",2016,2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Surova priča o preživljavanju, o čovjekovim granicama i borbi sa divljom prirodom.",Notes are private!,0,3,1,"Mar 15, 2024","Mar 16, 2024","Mar 15, 2024",,,view (with text),/book/show/58359316-te-ina-snega
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Krik sjenki,"Bavčić, Dina",,9789926882600,,140        pp,0.00,0,2023,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Paperback,view,/book/show/207976264-krik-sjenki
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zemlja snova,"Sparks, Nicholas*",8652148406,9788652148400,8652148406,360        pp,3.97,"76,927","Sep 20, 2022","Mar 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Paperback,view,/book/show/146312440-zemlja-snova
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pisma snova,"Dubica, Haris",,9789926330835,,264        pp,4.80,5,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Paperback,view,/book/show/201617946-pisma-snova
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Radio Piton,"Kadić, Samedin",995830581X,9789958305818,995830581X,244        pp,4.33,18,unknown,2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"#preporuka""Radio Piton"" Samedin KadićJutros završnih ovaj roman i još sam pod pozitivnim dojmovima #preporuka""Radio Piton"" Samedin KadićJutros završnih ovaj roman i još sam pod pozitivnim dojmovima ...more",Notes are private!,0,5,1,"Mar 14, 2024","Mar 15, 2024","Mar 14, 2024",,Paperback,view (with text),/book/show/58561816-radio-piton
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Iskreno, mračno, duboko","Selman, Victoria",8652149445,9788652149445,8652149445,316        pp,3.77,"4,743","Jul 07, 2022",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/198972294-iskreno-mra-no-duboko
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ljubav na talijanski način,"Trigiani, Adriana*",,9789531409278,,457        pp,3.82,"18,784","Feb 03, 2009",2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Očekivala sam laganu, lepršavu ljubavnu priču da ""pustim mozak na pašu"", a dobila mnogo više- obiteljsku priču o spašavanju tradicionalnog obucarskog Očekivala sam laganu, lepršavu ljubavnu priču da ""pustim mozak na pašu"", a dobila mnogo više- obiteljsku priču o spašavanju tradicionalnog obucarskog zanata u jelu komercijalizacije. Posebno su me oduševili opisi Italije o otoka Kapri....more",Notes are private!,0,6,1,"Mar 08, 2024","Mar 11, 2024","Mar 08, 2024",,Paperback,view (with text),/book/show/17570816-ljubav-na-talijanski-na-in
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dobre komšije        (Lundasviten, #2)","Edvardsson, Mattias*",,9788652143399,,372        pp,3.60,"2,688","Jun 17, 2020",2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dugo mi ovaj naslov stoji na polici i nije mi se činio privlačnim za čitanje. Upravo takvi romani se, na kraju, pokažu kao odlično čitalačko osvježenjDugo mi ovaj naslov stoji na polici i nije mi se činio privlačnim za čitanje. Upravo takvi romani se, na kraju, pokažu kao odlično čitalačko osvježenje.Triler, psiho-drama, koja nas upoznaje sa stanovnicima mirnog predgrađa Štokhloma.Koliko vjerujemo komšijama, koliko smo sigurni u svoja osjećanja, u osjećanja svoje porodice?Iako sam na pola romana shvatila kraj, nije mi bilo nezanimljivo čitati do kraja. Ocjena 4....more",Notes are private!,0,2,1,"Mar 06, 2024","Mar 08, 2024","Mar 06, 2024",,Paperback,view (with text),/book/show/59706265-dobre-kom-ije
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eva spava,"Melandri, Francesca",9532669175,9789532669176,9532669175,352        pp,3.99,"1,690","Mar 01, 2010",2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Hardcover,view,/book/show/37009225-eva-spava
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Izgubljene djevojčice        (DI Kim Stone, #3)","Marsons, Angela*",,9789531428040,,438        pp,4.38,"19,590","Nov 06, 2015",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2024",,Paperback,view,/book/show/54316315-izgubljene-djevoj-ice
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devet života Rouz Napolitano,"Freitas, Donna*",,9788610041002,,287        pp,3.69,"7,504","Apr 06, 2021",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2024",,Paperback,view,/book/show/59745827-devet-ivota-rouz-napolitano
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devojka iz Bruklina,"Musso, Guillaume",8610017052,9788610017052,8610017052,288        pp,4.01,"13,103","Mar 24, 2016",2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Majstorski, kako to samo Muso zna. Na nekim mjestima je pretjerao sa maštom, zato zvjezdica manje.",Notes are private!,0,8,1,"Mar 02, 2024","Mar 05, 2024","Mar 02, 2024",,Paperback,view (with text),/book/show/41222273-devojka-iz-bruklina
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Agent Sonja,"Macintyre, Ben",,9788660358853,,390        pp,4.17,"14,040","Sep 17, 2020",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2024",,Paperback,view,/book/show/59659329-agent-sonja
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sve što krijemo u fioci,"Ruiz, Olivia",8610046346,9788610046342,8610046346,201        pp,3.84,"2,404","May 13, 2020",2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Simpatična saga o porodičnim tajnama začinjenim španjolskom revolucijom, sentencama na španskom jeziku i s puno ljubavi i snage žena iz različitih genSimpatična saga o porodičnim tajnama začinjenim španjolskom revolucijom, sentencama na španskom jeziku i s puno ljubavi i snage žena iz različitih generacija.Porodična drama koju preporučujem ...more",Notes are private!,0,7,1,"Mar 26, 2024","Mar 27, 2024","Feb 28, 2024",,Paperback,view (with text),/book/show/123193069-sve-to-krijemo-u-fioci
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nesavršene žene,"Hall, Araminta",,,,326        pp,3.36,"3,522","Aug 04, 2020",2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Savršene žene su tako prokleto dosadne. Strašno je zabavno ispravljati nesavršenosti.""""Savršene žene su tako prokleto dosadne. Strašno je zabavno ispravljati nesavršenosti.""...more",Notes are private!,0,8,1,"Feb 28, 2024","Mar 02, 2024","Feb 26, 2024",,Paperback,view (with text),/book/show/59354282-nesavr-ene-ene
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Obična molitva,"Krueger, William Kent*",,9788630000614,,332        pp,4.26,"154,940","Mar 26, 2013",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2024",,Paperback,view,/book/show/60632577-obi-na-molitva
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zavet vode,"Verghese, Abraham*",8652150427,9788652150427,8652150427,800        pp,4.47,"150,609","May 02, 2023","Oct 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2024",,Paperback,view,/book/show/201044827-zavet-vode
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kuća u Rivertonu,"Morton, Kate*",8652146594,9788652146598,8652146594,493        pp,3.95,"118,052",2006,"Oct 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2024",,Paperback,view,/book/show/62608385-ku-a-u-rivertonu
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman with the Blue Star,"Jenoff, Pam*",0778389383,9780778389385,0778389383,336        pp,4.15,"30,927","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Visoka ocjena je zbog činjenice da je roman zasnovan na stvarnim događajima.,Notes are private!,0,3,1,"Mar 12, 2024","Mar 13, 2024","Feb 17, 2024",,Paperback,view (with text),/book/show/54737067-the-woman-with-the-blue-star
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caričina kći,"Alpsten, Ellen*",,9788610043273,,366        pp,3.92,"1,525","Jul 08, 2021",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2024",,Paperback,view,/book/show/61135398-cari-ina-k-i
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zajednička čajanka,"Kamali, Marjan*",992631080X,9789926310806,992631080X,284        pp,3.97,"5,361","May 21, 2013",Dec 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/204407755-zajedni-ka-ajanka
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ljubav i neuroni,"Hazelwood, Ali*",,9789538400155,,380        pp,3.92,"441,111","Aug 23, 2022",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/188394590-ljubav-i-neuroni
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,U tuđoj kući,"Brook, Rhidian",,,,316        pp,3.65,"9,257","May 02, 2013",2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nepravedno zapostavljen na polici, jer sam mislila da je na isti klišeiziran način glorifikovana žrtva jednog naroda u II svj.ratu. Naprotiv, roman naNepravedno zapostavljen na polici, jer sam mislila da je na isti klišeiziran način glorifikovana žrtva jednog naroda u II svj.ratu. Naprotiv, roman nam daje sliku života nakon oslobođenja Njemačke od strane saveznika. Jedva kuća u kojoj trebaju živjeti dva suprotstavljena naroda - prezir, ljubomora, preljuba, naivnost, ratno profiterstvo...Ja sam uživala čitajući. Preporuka!...more",Notes are private!,0,3,1,"Feb 14, 2024","Feb 16, 2024","Feb 14, 2024",,Paperback,view (with text),/book/show/25469184-u-tu-oj-ku-i
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ostajem ovdje,"Balzano, Marco",,9789532593228,,224        pp,4.05,"8,752","Feb 20, 2018",Mar 2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sukob fašizma i nacizma u talijanskom gradu na tromeđi Italije, Austrije i Švicarske. Historijski zasnovana priča o potopu čitavog sela nakon II svj.rSukob fašizma i nacizma u talijanskom gradu na tromeđi Italije, Austrije i Švicarske. Historijski zasnovana priča o potopu čitavog sela nakon II svj.rata izgradnjom akumacionog jezera. Samo toranj crkve je ostao iznad vode i danas služi kao svojevrsna turistička atrakcija, iako je žalosno i nakaradno uništavanje historije pozadina samog tornja. Roman govori o snazi i volji ljudi da ostanu na svom ognjištu uprkos svemu. ""Da su nas toga dana pitali koja nam je najveća želja, odgovorili bismo da želimo da nastavimo da živimo u Kutonu, u toj varošici bez perspektive, odakle su mladi ljudi bježali, a mnogi se vojnici nisu vratili. Da ne slutimo ništa o budućnosti, da budemo bez ikakve izvesnosti. Samo da ostanemo.""...more",Notes are private!,0,4,1,"Mar 05, 2024","Mar 06, 2024","Feb 13, 2024",,Hardcover,view (with text),/book/show/57580607-ostajem-ovdje
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ladies' Midnight Swimming Club,"Hogan, Faith*",,,,469        pp,4.18,"24,019","May 06, 2021","May 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,ebook,view,/book/show/56281258-the-ladies-midnight-swimming-club
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plamen nad Menhetnom,"Meissner, Susan*",8650528503,9788650528501,8650528503,318        pp,4.09,"63,106","Feb 04, 2014",2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Paperback,view,/book/show/36661880-plamen-nad-menhetnom
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On a Night of a Thousand Stars,"Clark, Andrea Yaryura*",1538720299,9781538720295,1538720299,352        pp,3.94,"3,961","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Hardcover,view,/book/show/58340947-on-a-night-of-a-thousand-stars
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Linija života        (Angels of Mercy #1),"Lyons, C.J.*",,9789533248516,,424        pp,4.04,"1,199","Mar 04, 2008","Dec 31, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Previše dinamično- akcije i krvi do koljena, kao i previše medicinskih termina. Nije moj žanr. Jedva sam na posljednjim stranicama uspjela povezati mnPreviše dinamično- akcije i krvi do koljena, kao i previše medicinskih termina. Nije moj žanr. Jedva sam na posljednjim stranicama uspjela povezati mnogobrojne likove ...more",Notes are private!,0,3,1,"Feb 09, 2024","Feb 12, 2024","Feb 09, 2024",,Mass Market Paperback,view (with text),/book/show/20316863-linija-ivota
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Porodica s gornjeg sprata,"Jewell, Lisa*",,9788663692770,,291        pp,3.97,"414,726","Aug 06, 2019",2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ovo je odlično. Lisa Džuel je za mene otkriće godine. Ovaj roman sam pročitala za manje od 24h. Dajte mi svega što je ona napisala,Notes are private!,0,5,1,"Feb 08, 2024","Feb 09, 2024","Feb 08, 2024",,Paperback,view (with text),/book/show/59339134-porodica-s-gornjeg-sprata
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kad su ruže cvetale,"Hogan, Ruth*",,,,280        pp,3.80,"149,748","Feb 21, 2017",2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Paperback,view,/book/show/34936003-kad-su-ru-e-cvetale
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Noći u Rodanteu,"Sparks, Nicholas*",8652129401,9788652129409,8652129401,208        pp,3.85,"172,495",2002,"May 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Paperback,view,/book/show/40516163-no-i-u-rodanteu
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Težina neba,"Guzeman, Tracy*",9531416303,9789531416306,9531416303,367        pp,3.84,"5,773","Aug 06, 2013",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Paperback,view,/book/show/28931147-te-ina-neba
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Punoglavci,"Tomić, Ante",9533033452,9789533033457,9533033452,160        pp,3.80,335,2009,Apr 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Paperback,view,/book/show/11104312-punoglavci
