,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jessica's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules of Civility,"Towles, Amor*",,,,335        pp,4.08,"232,155","Jul 26, 2011","Jul 26, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 15, 2024",,Hardcover,view,/book/show/10054335-rules-of-civility
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Plenty: One Man, One Woman, and a Raucous Year of Eating Locally","Smith, Alisa",030734732X,9780307347329,030734732X,272        pp,3.74,"3,908","Jan 01, 2007","Apr 24, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Hardcover,view,/book/show/421393.Plenty
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Singer Sisters,"Seltzer, Sarah Marian*",1250907640,9781250907646,1250907640,272        pp,4.80,25,"Aug 06, 2024","Aug 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Hardcover,view,/book/show/195790544-the-singer-sisters
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dandelions,"Lenarduzzi, Thea",1913097978,9781913097974,1913097978,283        pp,4.01,158,unknown,"May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Paperback,view,/book/show/59717997-dandelions
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Getting Lost,"Ernaux, Annie*",1644212196,9781644212196,1644212196,240        pp,3.45,"4,717","Oct 17, 2001","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Paperback,view,/book/show/60843483-getting-lost
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forbidden Notebook,"Céspedes, Alba de",1662601395,9781662601392,1662601395,288        pp,4.13,"6,516",1952,"Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/61026364-forbidden-notebook
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Really Good, Actually","Heisey, Monica*",0063235412,9780063235410,,370        pp,3.16,"75,365","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/60877616-really-good-actually
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Start Where You Are: A Guide to Compassionate Living,"Chödrön, Pema",1570628394,9781570628399,1570628394,176        pp,4.23,"12,834",1994,"Aug 21, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 25, 2023",not set,"Dec 25, 2023",,Paperback,view,/book/show/815715.Start_Where_You_Are
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Day in the Life of Abed Salama: Anatomy of a Jerusalem Tragedy,"Thrall, Nathan",1250854970,9781250854971,1250854970,272        pp,4.30,"2,599","Oct 03, 2023","Oct 03, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 25, 2023","Dec 19, 2023","Dec 25, 2023",,Hardcover,view,/book/show/77920745-a-day-in-the-life-of-abed-salama
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Peace to End All Peace: The Fall of the Ottoman Empire and The Creation of the Modern Middle East,"Fromkin, David",0805068848,9780805068849,0805068848,635        pp,4.21,"8,710","Jul 01, 1989",2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2023",,Paperback,view,/book/show/78107.A_Peace_to_End_All_Peace
