,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Dan's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Lives of Booksellers and Librarians: True Stories of the Magic of Reading,"Patterson, James*",0316567531,9780316567534,0316567531,352        pp,4.17,153,"Apr 08, 2024","Apr 08, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2024",,Hardcover,view,/book/show/193767144-the-secret-lives-of-booksellers-and-librarians
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"May Contain Lies: How Stories, Statistics, and Studies Exploit Our Biases―And What We Can Do about It","Edmans, Alex*",0520405854,9780520405851,0520405854,336        pp,0.00,0,unknown,"May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/203304088-may-contain-lies
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ritual Effect: From Habit to Ritual, Harness the Surprising Power of Everyday Actions","Norton, Michael*",1982153024,9781982153021,1982153024,288        pp,4.45,29,unknown,"Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/176443657-the-ritual-effect
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Move by Move: Life Lessons on and off the Chessboard,"Ashley, Maurice",1797223658,9781797223650,1797223658,176        pp,4.00,9,unknown,"Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2024",,Hardcover,view,/book/show/195820950-move-by-move
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fifth Sun: A New History of the Aztecs,"Townsend, Camilla",0190673060,9780190673062,0190673060,320        pp,4.11,"2,522","Oct 04, 2019","Nov 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2024",,Hardcover,view,/book/show/44244939-fifth-sun
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inclusive Teaching: Strategies for Promoting Equity in the College Classroom,"Hogan, Kelly A.",1952271630,9781952271632,1952271630,272        pp,4.55,193,unknown,"Aug 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 29, 2024","Mar 29, 2024",,Paperback,view,/book/show/60782674-inclusive-teaching
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Exvangelicals: Loving, Living, and Leaving the White Evangelical Church","McCammon, Sarah",1250284473,9781250284471,B0C1X8213B,310        pp,4.26,689,"Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2024",,Hardcover,view,/book/show/126918658-the-exvangelicals
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Gathering: How We Meet and Why It Matters,"Parker, Priya",1594634920,9781594634925,1594634920,304        pp,3.98,"20,501","May 15, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2024",,Hardcover,view,/book/show/37424706-the-art-of-gathering
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"2020: One City, Seven People, and the Year Everything Changed","Klinenberg, Eric",0593319486,9780593319482,0593319486,464        pp,3.93,118,"Feb 13, 2024","Feb 13, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 08, 2024","Mar 21, 2024",,Hardcover,view,/book/show/154462772-2020
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Supreme Inequality: The Supreme Court's Fifty-Year Battle for a More Unjust America,"Cohen, Adam*",0735221502,9780735221505,0735221502,448        pp,4.32,"1,364","Feb 25, 2020","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Hardcover,view,/book/show/46184066-supreme-inequality
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Molecule of More: How a Single Chemical in Your Brain Drives Love, Sex, and Creativity—and Will Determine the Fate of the Human Race","Lieberman, Daniel Z.*",1946885118,9781946885111,1946885118,240        pp,4.15,"12,631",2018,"Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Hardcover,view,/book/show/38728977-the-molecule-of-more
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City of Brass        (The Daevabad Trilogy, #1)","Chakraborty, S.A.*",0062678108,9780062678102,0062678108,532        pp,4.15,"119,462","Nov 14, 2017","Nov 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2024",,Hardcover,view,/book/show/32718027-the-city-of-brass
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Say It Well: Find Your Voice, Speak Your Mind, Inspire Any Audience","Szuplat, Terry",0063337711,9780063337718,0063337711,272        pp,5.00,1,unknown,"Sep 17, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/199793387-say-it-well
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Preparing for War: The Extremist History of White Christian Nationalism--and What Comes Next,"Onishi, Bradley",1506482163,9781506482163,1506482163,250        pp,4.36,578,"Jan 03, 2023","Jan 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Hardcover,view,/book/show/62223923-preparing-for-war
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Next Supper: The End of Restaurants as We Knew Them, and What Comes After","Mintz, Corey",1541758404,9781541758407,1541758404,352        pp,3.93,332,"Nov 16, 2021","Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/57356066-the-next-supper
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madness: Race and Insanity in a Jim Crow Asylum,"Hylton, Antonia A.*",1538723697,9781538723692,1538723697,368        pp,4.36,"1,200","Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/145624993-madness
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Live to See the Day: Coming of Age in American Poverty,"Goyal, Nikhil*",1250850061,9781250850065,1250850061,352        pp,3.91,238,"Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/61796652-live-to-see-the-day
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We Love Baseball: A History in 50 Moments,"Posnanski, Joe*",0593472675,9780593472675,0593472675,377        pp,4.59,"2,369","Sep 05, 2023","Sep 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Feb 28, 2024","Feb 28, 2024",,Hardcover,view,/book/show/65650219-why-we-love-baseball
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,King Nyx,"Bakis, Kirsten",1324093536,9781324093534,1324093536,320        pp,3.67,357,"Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2024",,Hardcover,view,/book/show/150778897-king-nyx
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Martyr!,"Akbar, Kaveh",0593537610,9780593537619,0593537610,352        pp,4.25,"6,792","Jan 23, 2024","Jan 23, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Feb 26, 2024","Feb 26, 2024",,Hardcover,view,/book/show/139400713-martyr
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Book of Exoplanets,"Winn, Joshua N.",0691215472,9780691215471,0691215472,304        pp,4.13,126,unknown,"Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2024",,Hardcover,view,/book/show/61981172-the-little-book-of-exoplanets
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Haunting in the Arctic,"Cooke, C.J.*",059355020X,9780593550205,059355020X,340        pp,3.85,"2,136","Oct 12, 2023","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2024",,Paperback,view,/book/show/165938560-a-haunting-in-the-arctic
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Migrations,"McConaghy, Charlotte*",125020402X,9781250204028,125020402X,256        pp,4.14,"73,128","Aug 04, 2020","Aug 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 17, 2024","Feb 17, 2024",,Hardcover,view,/book/show/42121525-migrations
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tyranny of the Minority: Why American Democracy Reached the Breaking Point,"Levitsky, Steven",0593443071,9780593443071,0593443071,384        pp,4.43,"1,397","Sep 12, 2023","Sep 12, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 15, 2024","Feb 15, 2024",,Hardcover,view,/book/show/122769171-tyranny-of-the-minority
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Fascism: How the GOP Is Subverting Democracy,"Tannehill, Brynn",9780998252,,,unknown,4.43,67,unknown,"Feb 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,,view,/book/show/57228368-american-fascism
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood: The Science, Medicine, and Mythology of Menstruation","Gunter, Jen",0806540680,9780806540689,0806540680,480        pp,4.26,548,"Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2024",,Hardcover,view,/book/show/75496481-blood
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History of Bigfoot,"O’Connor, John",1464216630,9781464216633,1464216630,304        pp,3.15,510,"Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Hardcover,view,/book/show/152180034-the-secret-history-of-bigfoot
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out There Screaming: An Anthology of New Black Horror,"Peele, Jordan",059324379X,9780593243794,059324379X,387        pp,3.81,"6,019","Oct 03, 2023","Oct 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 08, 2024","Feb 08, 2024",,Hardcover,view,/book/show/142392376-out-there-screaming
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pages from Baseball's Past,"Wright, Craig R.",0879465158,9780879465155,0879465158,231        pp,4.24,25,"Nov 01, 2013","Nov 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2024",,Paperback,view,/book/show/18181925-pages-from-baseball-s-past
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Science And Nature Writing 2022,"Johnson, Ayana Elizabeth",0358615291,9780358615293,0358615291,336        pp,3.82,302,unknown,"Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2024,"Feb 01, 2024",,Paperback,view,/book/show/60012439-the-best-american-science-and-nature-writing-2022
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Book of Missouri Ghost Stories,"Taylor, Troy",1493043846,9781493043842,1493043846,288        pp,3.97,30,"Aug 01, 2013","Jul 17, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 25, 2024","Jan 25, 2024",,Paperback,view,/book/show/41864668-the-big-book-of-missouri-ghost-stories
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Does Everything Have to Be About Race?: 25 Arguments That Won't Go Away,"Boykin, Keith",1541703316,9781541703315,1541703316,288        pp,4.72,64,unknown,"Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2024",,Hardcover,view,/book/show/145624972-why-does-everything-have-to-be-about-race
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Race Against Time: The Politics of a Darkening America,"Boykin, Keith",1645037266,9781645037262,1645037266,304        pp,4.36,74,unknown,"Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2024",,Hardcover,view,/book/show/56756096-race-against-time
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Legacy: A Black Physician Reckons with Racism in Medicine,"MD, Uché Blackstock,*",0593491289,9780593491294,B0BP6LL8LW,304        pp,4.48,889,"Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2024",,Kindle Edition,view,/book/show/66087028-legacy
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library at Mount Char,"Hawkins, Scott*",0553418629,9780553418620,0553418629,390        pp,4.09,"56,262","Jun 16, 2015","Mar 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2024",,Paperback,view,/book/show/26892110-the-library-at-mount-char
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hidden Roots of White Supremacy: And the Path to a Shared American Future,"Jones, Robert P.*",166800951X,9781668009512,B0BTZ8P88P,375        pp,4.57,366,unknown,"Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Kindle Edition,view,/book/show/101144699-the-hidden-roots-of-white-supremacy
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prophet Song,"Lynch, Paul*",,,B0C5Y3JG4S,259        pp,4.15,"26,534","Aug 24, 2023","Aug 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Kindle Edition,view,/book/show/158875813-prophet-song
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Fragile Moment: How Lessons from Earth's Past Can Help Us Survive the Climate Crisis,"Mann, Michael E.*",1541702891,9781541702912,B0BRJ6SCFM,392        pp,4.29,176,unknown,"Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Kindle Edition,view,/book/show/75593818-our-fragile-moment
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Survive History: How to Outrun a Tyrannosaurus, Escape Pompeii, Get Off the Titanic, and Survive the Rest of History's Deadliest Catastrophes","Cassidy, Cody",0143136402,9780143136408,0143136402,195        pp,4.07,"1,340",Mar 2023,"Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/62669265-how-to-survive-history
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quickening: Creation and Community at the Ends of the Earth,"Rush, Elizabeth",1571313966,9781571313966,1571313966,424        pp,4.15,702,unknown,"Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Hardcover,view,/book/show/123207191-the-quickening
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Displacement: Climate Change and the Next American Migration,"Bittle, Jake",1982178256,9781982178253,1982178256,368        pp,4.28,"2,085","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Hardcover,view,/book/show/59366223-the-great-displacement
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Translation State,"Leckie, Ann*",031628971X,9780316289719,031628971X,422        pp,4.13,"8,714","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Hardcover,view,/book/show/62873999-translation-state
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Surviving Sky        (Rages, #1)","Rao, Kritika H.*",1803361247,9781803361246,,521        pp,3.61,"1,511","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/153591718-the-surviving-sky
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Lives of Puppets,"Klune, T.J.*",125021744X,9781250217448,125021744X,432        pp,3.94,"58,955","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Hardcover,view,/book/show/60784549-in-the-lives-of-puppets
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unbearable Lightness of Being,"Kundera, Milan",0571224385,9780571224388,0571224385,314        pp,4.11,"469,582",1984,"Oct 27, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not entirely sure what I expected from this ""novel"" but I did not care for it at all. The characters were hardly believable and women in the storyI'm not entirely sure what I expected from this ""novel"" but I did not care for it at all. The characters were hardly believable and women in the story were extremely one-dimensional. This read like someone trying to write philosophy like a novel and it just fell flat. I did not enjoy this at all. I know some people love this novel, and that's fine, it was just not at all interesting to me. I had zero investment with any of the characters, especially the men, who basically were just living their lives to try and have sex with as many people as possible. ...more",Notes are private!,0,0,1,not set,"Jan 09, 2024","Jan 09, 2024",,Paperback,view (with text),/book/show/9717.The_Unbearable_Lightness_of_Being
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Science And Nature Writing 2021,"Yong, Ed",0358400066,9780358400066,0358400066,416        pp,3.93,373,unknown,"Oct 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 03, 2024","Jan 03, 2024",,Paperback,view,/book/show/55959453-the-best-american-science-and-nature-writing-2021
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Most Delicious Poison: The Story of Nature's Toxins―From Spices to Vices,"Whiteman, Noah",031638657X,9780316386579,031638657X,304        pp,3.71,276,"Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/102188671-most-delicious-poison
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Count Magnus and Other Ghost Stories,"James, M.R.",0143039393,9780143039396,0143039393,288        pp,4.21,"2,570",1904,"Oct 04, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 28, 2023","Dec 28, 2023",,Paperback,view,/book/show/255374.Count_Magnus_and_Other_Ghost_Stories
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Annie Bot,"Greer, Sierra*",0063312697,9780063312692,0063312697,240        pp,3.84,"7,941","Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/156023123-annie-bot
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mercy of Gods        (The Captive's War, #1)","Corey, James S.A.*",031652557X,9780316525572,031652557X,432        pp,4.24,25,"Aug 06, 2024","Aug 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/201930181-the-mercy-of-gods
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Like It Darker,"King, Stephen*",1668060582,9781668060582,1668060582,512        pp,4.18,39,"May 21, 2024","May 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/201244026-you-like-it-darker
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Supercommunicators: How to Unlock the Secret Language of Connection,"Duhigg, Charles*",0593243919,9780593243916,0593243919,320        pp,4.08,"3,335","Feb 20, 2024","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/157981748-supercommunicators
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slow Productivity: The Lost Art of Accomplishment Without Burnout,"Newport, Cal",0593544854,9780593544853,,256        pp,3.84,"2,449","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/197773418-slow-productivity
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Magical Overthinking: Notes on Modern Irrationality,"Montell, Amanda*",1668007975,9781668007976,1668007975,272        pp,4.07,490,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/176443264-the-age-of-magical-overthinking
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Demon of Unrest: A Saga of Hubris, Heartbreak, and Heroism at the Dawn of the Civil War","Larson, Erik*",0385348746,9780385348744,0385348746,592        pp,4.31,68,"Apr 30, 2024","Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/195608683-the-demon-of-unrest
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Divide,"Henríquez, Cristina*",0063291320,9780063291324,0063291320,321        pp,3.76,"3,488","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/181110028-the-great-divide
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life Impossible,"Haig, Matt*",0593489276,9780593489277,0593489276,368        pp,4.20,20,"Aug 29, 2024","Sep 03, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/198281740-the-life-impossible
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Warm Hands of Ghosts,"Arden, Katherine*",0593128257,9780593128251,0593128257,325        pp,4.09,"6,162","Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/154462576-the-warm-hands-of-ghosts
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Baby X,"Peikoff, Kira*",1639106332,9781639106332,1639106332,336        pp,3.98,"1,087","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/173476065-baby-x
