,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Rachel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Houston and the Permanence of Segregation: An Afropessimist Approach to Urban History,"Ponton, David",1477328475,9781477328477,1477328475,368        pp,0.00,0,unknown,"Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2024",,Hardcover,view,/book/show/123271552-houston-and-the-permanence-of-segregation
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Limitarianism,"Robeyns, Ingrid",0241578191,9780241578193,0241578191,319        pp,3.99,152,unknown,"Feb 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2024",,Hardcover,view,/book/show/141310682-limitarianism
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spook: Science Tackles the Afterlife,"Roach, Mary",0393329127,9780393329124,0393329127,311        pp,3.60,"39,040",2005,"Sep 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2024",not set,"Apr 03, 2024",,Paperback,view,/book/show/14990.Spook
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Part of Your World        (Part of Your World, #1)","Jimenez, Abby*",1538704374,9781538704370,1538704374,400        pp,4.30,"244,790","Apr 19, 2022","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2024",,Paperback,view,/book/show/58684524-part-of-your-world
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who's Afraid of Gender?,"Butler, Judith",0374608229,9780374608224,0374608229,320        pp,3.99,172,unknown,"Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2024",,Hardcover,view,/book/show/127282429-who-s-afraid-of-gender
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gender Trouble: Feminism and the Subversion of Identity,"Butler, Judith",0415389550,9780415389556,B00BG7C8AG,236        pp,4.05,"16,516",1989,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2024",,Paperback,view,/book/show/85767.Gender_Trouble
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nudge: Improving Decisions About Health, Wealth, and Happiness","Thaler, Richard H.",014311526X,9780143115267,014311526X,260        pp,3.84,"86,701","Apr 08, 2008","Feb 24, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2024",,Paperback,view,/book/show/3450744-nudge
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City & the City,"Miéville, China*",0345497511,9780345497512,0345497511,312        pp,3.90,"69,508","May 26, 2009","May 26, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2024",,Hardcover,view,/book/show/4703581-the-city-the-city
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Is Not Enough: Resisting Trump’s Shock Politics and Winning the World We Need,"Klein, Naomi",0735273995,9780735273993,0735273995,273        pp,4.11,"9,815","Jun 13, 2017","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2024",,Paperback,view,/book/show/34814047-no-is-not-enough
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Changes Everything: Capitalism vs. The Climate,"Klein, Naomi",1451697384,9781451697384,1451697384,576        pp,4.15,"25,741","Sep 16, 2014","Sep 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2024",,Hardcover,view,/book/show/21913812-this-changes-everything
