,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kim's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Being,"Trethewey, Natasha",0300265921,9780300265927,0300265921,96        pp,4.60,25,unknown,"Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2024",,Hardcover,view,/book/show/189206128-the-house-of-being
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Morningside,"Obreht, Téa*",1984855506,9781984855503,1984855506,304        pp,3.74,647,"Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Hardcover,view,/book/show/179546766-the-morningside
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Others Were Emeralds,"Leav, Lang*",0063304023,9780063304024,0063304023,288        pp,3.89,735,"Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Paperback,view,/book/show/65646965-others-were-emeralds
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Involved,"Gattis, Ryan*",0062378791,9780062378798,0062378791,384        pp,4.00,"3,946",2015,"Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Hardcover,view,/book/show/22756871-all-involved
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Kids,"Reed, Christina Hammonds",,,B088X3KCH4,unknown,4.04,"10,413","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Audible Audio,view,/book/show/45800564-the-black-kids
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Girl,"Sullivan, Mecca Jamilah*",132409141X,9781324091417,132409141X,288        pp,3.90,"2,092","Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Hardcover,view,/book/show/58999263-big-girl
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Italian Summer,"Serle, Rebecca*",1982166797,9781982166793,1982166797,255        pp,3.59,"218,682","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2023,"Dec 15, 2023",,Hardcover,view,/book/show/58438583-one-italian-summer
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Return,"Stevens, Laurie*",0997006854,9780997006858,B0CMNP9V17,372        pp,4.79,19,unknown,"Jan 22, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read an advance copy of this novel, and it gave me the chills. While Elon Musk explores what it would be like to put chips in our brains, The ReturnI read an advance copy of this novel, and it gave me the chills. While Elon Musk explores what it would be like to put chips in our brains, The Returns walks us through the ramifications of a fully connected world. The harm goes so far belong loss of privacy. Following teenage Aiden as he resists the full control of Daphne, an invasive artificial intelligence system, this story shows how technology, taken to its extreme, erodes individuality and our connection with the human spirit. I love books that give me lots to think about, and The Return offers so many moments to pause and reflect - not only on what could be, but on what already exists and how it has already affected our world and our relationships with one another....more",Notes are private!,0,0,1,not set,not set,"Dec 09, 2023",,Kindle Edition,view (with text),/book/show/201575423-the-return
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gilded Mountain,"Manning, Kate*",1982160942,9781982160944,1982160942,464        pp,3.87,"3,631","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Hardcover,view,/book/show/60321424-gilded-mountain
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best of Everything,"Jaffe, Rona",0143035290,9780143035299,0143035290,448        pp,3.82,"6,823",1958,"May 31, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2023",,Paperback,view,/book/show/196842.The_Best_of_Everything
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Murder,"Williams, Katie*",0593543769,9780593543764,0593543769,304        pp,3.67,"20,277","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2023",,Hardcover,view,/book/show/62952152-my-murder
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birnam Wood,"Catton, Eleanor",0374110336,9780374110338,0374110336,432        pp,3.83,"30,734","Mar 02, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Hardcover,view,/book/show/60784757-birnam-wood
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,941","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Year Right Here: Adventures with Food and Family in the Great Nearby,"Thomson, Jess",0295741546,9780295741543,0295741546,320        pp,3.42,85,unknown,"Mar 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Hardcover,view,/book/show/32828344-a-year-right-here
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hazel Wolf: Fighting the Establishment,"Starbuck, Susan",0295982225,9780295982229,0295982225,408        pp,4.50,16,2002,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Hardcover,view,/book/show/427480.Hazel_Wolf
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Debut,"Brookner, Anita",0679727124,9780679727125,0679727124,192        pp,3.69,"1,946",1981,"Feb 19, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My forthcoming novel is about two young women in their early 20s and how they bond through books. For it I'm rereading all the books that meant somethMy forthcoming novel is about two young women in their early 20s and how they bond through books. For it I'm rereading all the books that meant something to me when I was that age. I discovered Anita Brookner through Hotel du Lac and went on to read everything she had written. The Debut opened my eyes to how literature shapes our world view. It begins with the line: ""Dr. Weiss, at forty, knew that her life had been ruined by literature."" She then recounts how different her life might have been if she'd taken lessons from Balzac rather than Flaubert and Cinderella fairy tales. (This, of course, led me along a path to Balzac.) As always, Brookner writes seemingly quiet stories. And with her earliest books, there are shades of autobiography. Ruth Weiss is the daughter of two self-absorbed people, and as she navigates her first years as an adult, her attempts to shape a life for herself are affected by their dramas. Reading this book now, I can appreciate its nuance; reading it when I was young, I was starstruck by the literary references and the London and Paris settings - tres exotic to a kid from small-town Washington. I've read this book perhaps half a dozen times over the years, and it has never disappointed....more",Notes are private!,0,1,1,not set,Nov 2023,"Nov 27, 2023",,Paperback,view (with text),/book/show/84518.The_Debut
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Safe Passage,"Cook, Ida",0373892012,9780373892013,0373892012,287        pp,3.69,"1,085",1950,"Oct 21, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I was in high school, I loved Harlequin romances. Not the risque ones from the 70s, but the more demure ones from the 1950s that I bought five foWhen I was in high school, I loved Harlequin romances. Not the risque ones from the 70s, but the more demure ones from the 1950s that I bought five for a dollar at strip mall, paperback bookshops. I grew out of my romance-reading phase, but for some reason I kept one of those books from my teen years: Under the Stars of Paris. Decades later, who knows why, I looked up the book and discovered that the author, Mary Burchell, was the pen name for Ida Cook, an opera enthusiast who used that passion, along with money from writing romances, to help Jewish people escape from Europe at the start of WWII. This memoir is heavy on the opera story - Ida and her sister Louise lived and breathed opera - and very modest when it comes to their efforts. But they risked their lives, and sacrificed even their own apartment in London (they lived with their parents so refugees could use their apartment when they arrived), to bring people safely to England. Is this the best-written book I've read? No. So why a 5 rating? Because it's genuine. It's sweet and inspiring. It's written from the heart in the best of ways....more",Notes are private!,0,0,1,not set,Jun 2023,"Nov 27, 2023",,Paperback,view (with text),/book/show/5323989-safe-passage
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mandarins,"Beauvoir, Simone de",0007203942,9780007203949,B009RIPN8A,752        pp,4.18,"5,715","Oct 21, 1954","May 03, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Paperback,view,/book/show/19528.The_Mandarins
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We All Want Impossible Things,"Newman, Catherine*",0063230895,9780063230897,0063230895,224        pp,4.01,"28,353","Nov 08, 2022","Nov 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Is it weird to say I was utterly charmed by this novel about death? Of course, that's just it. The best novels about death are actually about life. I Is it weird to say I was utterly charmed by this novel about death? Of course, that's just it. The best novels about death are actually about life. I have no memory of where I heard about this book or what prompted me, in the middle of reading another book, to immediately download it onto my KOBO. But I'm so glad I did. Catherine Newman is funny, sharp, gentle, wicked, and above all else, honest. I loved every character in this book. Ash who is telling the story. Her best friend, Edi, who is dying of cancer in hospice. Ash's very modern daughters. Her lovely estranged husband Honey. I could go on and on. I connected with this book so deeply that as soon as I finished reading the e-version, I ran out to Vroman's and bought a physical copy because it's a book I want to hold in my hands - paper touching skin - as I read it again, which I am going to do ASAP. It probably helps that Catherine Newman and I are the same age, so have generational references in common - this novel is awash in them. But mostly it's because there is something about Ash's voice that not just spoke to me, but also spoke for me in a way I found profoundly comforting....more",Notes are private!,0,2,1,not set,Oct 2023,"Nov 18, 2023",,Hardcover,view (with text),/book/show/60410002-we-all-want-impossible-things
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moon Tiger,"Lively, Penelope",0802135331,9780802135339,0802135331,208        pp,3.91,"16,668",1987,"Sep 18, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've read this book half a dozen times, at least, but it has been years (decades?) between the last time I read it and this one. I fell in love with MI've read this book half a dozen times, at least, but it has been years (decades?) between the last time I read it and this one. I fell in love with Moon Tiger when I worked at the Elliott Bay Book Company in the early 1990s. I'd never read a novel like it before. The shifting points of view. Not just between characters, but between first and third person for the same character. Claudia, the main character, is tough and somewhat unkind, judgemental, tender at her very center, and determined in a way I'd never encountered before. It's interesting to think of who I was when I first read this book and who am I now, rereading it. Now I've known women like Claudia. I've read stories far trickier with their handling of POV. What I realize is that this book most likely stayed with me all this time because Penelope Lively is simply an excellent writer. I've read almost all of her novels, and her characters always ring true. In this case, Claudia is never not Claudia. Even when her heart breaks, it breaks in only the way it could break for this specific character. When she is selfish, the selfishness is hers and no one else's. I admire that ability to let a character be who she is, since I'm the kind of person who always wants everyone to be happy - even in books! Moon Tiger has so much to offer, about the way we look at world history and the way we look at our own personal history. About how we see our lives and how others see our lives. Simply writing this I'm already looking forward to reading Moon Tiger again....more",Notes are private!,0,1,1,not set,Sep 2023,"Nov 18, 2023",,Paperback,view (with text),/book/show/130028.Moon_Tiger
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Life with Bread Crumbs,"Quindlen, Anna",1400065755,9781400065752,1400065755,252        pp,3.67,"51,909",2014,"Jan 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Nov 2023,"Nov 18, 2023",,Hardcover,view,/book/show/17884042-still-life-with-bread-crumbs
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arabesques,"Shammas, Anton",0520228324,9780520228320,0520228324,264        pp,3.79,444,"Apr 01, 1986","May 07, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Paperback,view,/book/show/244377.Arabesques
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Thorns,"Khalifeh, Sahar",0863565379,9780863565373,0863565379,208        pp,3.82,"1,063",1976,Jul 2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Paperback,view,/book/show/218442.Wild_Thorns
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharon and My Mother-in-Law: Ramallah Diaries,"Amiry, Suad",1400096499,9781400096497,1400096499,224        pp,3.86,"1,803","Oct 01, 2003","Sep 19, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Paperback,view,/book/show/455854.Sharon_and_My_Mother_in_Law
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Parisian,"Hammad, Isabella*",1473547679,9781473547674,1473547679,710        pp,3.58,"4,689",Apr 2019,"Apr 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,ebook,view,/book/show/40718380-the-parisian
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Palestinian Walks: Forays into a Vanishing Landscape,"Shehadeh, Raja",1416569669,9781416569664,1416569669,224        pp,4.20,"1,514","May 22, 2008","Jun 03, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Paperback,view,/book/show/3204677-palestinian-walks
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt Houses,"Alyan, Hala",0544912586,9780544912588,0544912586,312        pp,3.98,"15,211","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Hardcover,view,/book/show/30971664-salt-houses
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Free the Captives: A Plea for the American Soul,"Smith, Tracy K.",059353476X,9780593534762,059353476X,288        pp,4.10,230,"Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Hardcover,view,/book/show/112974900-to-free-the-captives
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chasing Bright Medusas: A Life of Willa Cather,"Taylor, Benjamin",0593298829,9780593298824,0593298829,192        pp,3.75,308,unknown,"Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Hardcover,view,/book/show/153791822-chasing-bright-medusas
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of Ours,"Cather, Willa",1600969798,9781600969799,1600969798,343        pp,3.94,"9,011",1922,"Feb 28, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Paperback,view,/book/show/543137.One_of_Ours
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Year of Meats,"Ozeki, Ruth*",0140280464,9780140280463,0140280464,366        pp,4.02,"19,273","Jun 01, 1998","Mar 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2023,"Nov 03, 2023",,Paperback,view,/book/show/12349.My_Year_of_Meats
