,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Rachel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eat Only When You're Hungry,"Hunter, Lindsay*",0374146152,9780374146153,0374146152,212        pp,3.23,"2,195","Aug 08, 2017","Aug 08, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2021,"Jul 19, 2021",,Hardcover,view,/book/show/31450596-eat-only-when-you-re-hungry
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Say You Can't Survive: How to Get Through Hard Times by Making Up Stories,"Anders, Charlie Jane*",1250800013,9781250800015,1250800013,240        pp,4.24,889,"Aug 17, 2021","Aug 17, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2021",,Hardcover,view,/book/show/55315500-never-say-you-can-t-survive
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orpheus Girl,"Rebele-Henry, Brynne*",1641291737,9781641291736,1641291737,176        pp,3.65,"4,082","Oct 08, 2019","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2021",,Paperback,view,/book/show/58092548-orpheus-girl
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Days in June,"Williams, Tia*",153871910X,9781538719107,153871910X,328        pp,4.03,"153,642","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2021",,Hardcover,view,/book/show/58235157-seven-days-in-june
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sisters in Arms,"Alderson, Kaia*",0062964585,9780062964588,0062964585,374        pp,3.69,"6,633","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2021",,Paperback,view,/book/show/54870176-sisters-in-arms
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bewilderness,"Tucker, Karen*",,9781646220243,1646220242,288        pp,3.86,"1,203","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2021",,Hardcover,view,/book/show/48643251-bewilderness
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bennet Women,"Appiah-Kubi, Eden*",1542029163,9781542029162,B08KQ1P4J8,365        pp,3.76,"3,589","Jul 20, 2021","Sep 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2021",,Kindle Edition,view,/book/show/56605592-the-bennet-women
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Velvet Was the Night,"Moreno-Garcia, Silvia*",0593356829,9780593356821,0593356829,289        pp,3.52,"26,426","Aug 17, 2021","Aug 17, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2021",,Hardcover,view,/book/show/54746205-velvet-was-the-night
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Hope,"Joella, Ethan*",1982171197,9781982171193,1982171197,288        pp,3.69,"16,039","Nov 16, 2021","Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2021",,Hardcover,view,/book/show/56898255-a-little-hope
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How High We Go in the Dark,"Nagamatsu, Sequoia*",0063072661,9780063072664,,256        pp,3.84,"54,442","Jan 18, 2022","Jan 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2021",,ebook,view,/book/show/56554299-how-high-we-go-in-the-dark
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood Sugar        (Coven Daughters, #2)","Turner, Kat*",,9781648980909,,unknown,4.53,47,"Aug 24, 2021","Aug 24, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2021",,ebook,view,/book/show/58377157-blood-sugar
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,For the Love of Friends,"Confino, Sara Goodman*",1542027608,9781542027601,B08K919B23,364        pp,4.26,"14,160","Aug 01, 2021","Aug 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2021",,Kindle Edition,view,/book/show/56484565-for-the-love-of-friends
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death at Greenway,"Rader-Day, Lori*",0062938045,9780062938046,0062938045,448        pp,3.33,"2,578","Oct 12, 2021","Oct 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2021",,Paperback,view,/book/show/54798448-death-at-greenway
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Natural Mother of the Child: A Memoir of Nonbinary Parenthood,"Belc, Krys Malcolm*",1640094385,9781640094383,1640094385,287        pp,4.13,"1,326","Jun 15, 2021","Jun 15, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is going to be one of those memoirs that I'm glad to own and that I can see myself recommending to a lot of people. Consider this my recommendatiThis is going to be one of those memoirs that I'm glad to own and that I can see myself recommending to a lot of people. Consider this my recommendation to you: read this memoir.First, the form is innovative-- snack sized sections, with different audiences (the ""you"" addressed throughout shifts), set off with images and text from legal documents.Second, there is such raw power in the prose here. The descriptions of pregnancy, love, parenting and being parented are so apt that I had to slow down while reading. Third, there is no easy black and white here, although all of the pictures are that way. Bodies are messy, marriages and families are messy, and the way that people perceive gestational mothers who don't present as female: definitely messy. I had never really thought about all of the inherent language that could isolate nonbinary pregnant and nursing people before, but I will now. Get it for yourself, and/or request for your local library. ...more",Notes are private!,0,1,1,"Jun 20, 2021","Jun 22, 2021","Jun 20, 2021",,Hardcover,view (with text),/book/show/55000747-the-natural-mother-of-the-child
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Off the Record,"Garrett, Camryn*",,9781984829993,1984829998,320        pp,4.00,"2,169","May 18, 2021","May 18, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fantastic YA centered on several tough topics: #metoo, finding respect as young person in your chosen profession, and identity in all of its facets.",Notes are private!,0,1,2,"not setJun 09, 2021",not setnot set,"Jun 10, 2021",,Hardcover,view (with text),/book/show/53331354-off-the-record
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night at the Telegraph Club,"Lo, Malinda*",0525555250,9780525555254,0525555250,409        pp,4.23,"84,470","Jan 19, 2021","Jan 19, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 10, 2021",not set,"Jun 10, 2021",,Hardcover,view,/book/show/35224992-last-night-at-the-telegraph-club
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nanny Needed,"Cross, Georgina*",0593355997,9780593355992,0593355997,368        pp,3.75,"3,321","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 09, 2021",,Paperback,view,/book/show/56637964-nanny-needed
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Plus One        (A Brush with Love, #3)","Eddings, Mazey*",1250847044,9781250847041,1250847044,307        pp,3.71,"13,986","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2021",,Paperback,view,/book/show/60784545-the-plus-one
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Brush with Love        (A Brush with Love, #1)","Eddings, Mazey*",1250805988,9781250805980,1250805988,324        pp,3.67,"21,304","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2021",,Paperback,view,/book/show/57693430-a-brush-with-love
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Lot Like Adiós        (Primas of Power, #2)","Daria, Alexis*",0062959964,9780062959966,0062959964,387        pp,3.71,"12,667","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2021",,Paperback,view,/book/show/56197428-a-lot-like-adi-s
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Beanie Baby Bubble: Mass Delusion and the Dark Side of Cute,"Bissonnette, Zac*",1101606983,9781101606988,B00INIXVPW,274        pp,3.90,"2,567","Nov 04, 2014","Mar 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 20, 2021","Jun 17, 2021","May 20, 2021",,Kindle Edition,view,/book/show/24976058-the-great-beanie-baby-bubble
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intimacies,"Kitamura, Katie*",0399576169,9780399576164,0399576169,225        pp,3.65,"33,282","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2021",,Hardcover,view,/book/show/55918474-intimacies
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turnout,"Abbott, Megan*",059308490X,9780593084908,059308490X,340        pp,3.12,"20,581","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2021",,Hardcover,view,/book/show/55573785-the-turnout
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Atmospherians,"McElroy, Isle*",1982158301,9781982158309,1982158301,304        pp,3.45,"2,823","May 18, 2021","May 18, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"100% a descendant of Fight Club, with all its twists, moral quandaries, and uprooted assumptions about manhood. Excellent debut by McElroy, and excite100% a descendant of Fight Club, with all its twists, moral quandaries, and uprooted assumptions about manhood. Excellent debut by McElroy, and excited to see what else they write....more",Notes are private!,0,0,1,"Jun 13, 2021","Jun 17, 2021","May 13, 2021",,Hardcover,view (with text),/book/show/55711682-the-atmospherians
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sophie Valroux's Paris Stars,"Verant, Samantha*",0593097750,9780593097755,,unknown,3.82,353,unknown,"Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2021",,Paperback,view,/book/show/56819420-sophie-valroux-s-paris-stars
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dawg Towne: a Novel,"Kaltman, Alice*",,,,unknown,4.67,9,unknown,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A completely original braided-narrative novel. Over the course of a year in Towne, dogs will get lost and found, and relationships will change foreverA completely original braided-narrative novel. Over the course of a year in Towne, dogs will get lost and found, and relationships will change forever. Kaltman's book brings us into six different threads and households to see these transformations take place: a loner girl, a teen questioning their sexuality, an interior designer searching for something bigger, a widower, a washed-up actor aching to be a better man, and a new father novelist who can't write. As is normal with this kind of multiple POV book, I did favor some perspectives and find myself leaning away from others, but they all moved the book forward in necessary ways. The most compelling perspectives for me were the new father and loner teen, and I'm sure that other voices will speak most to other people. DAWG TOWNE speaks to what community can build and what it can break down. A really interesting new novel....more",Notes are private!,0,1,1,"Apr 25, 2021","May 13, 2021","Apr 25, 2021",,,view (with text),/book/show/56650398-dawg-towne
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Pecan Light,"VanderHart, Hannah*",1949344061,9781949344066,1949344061,68        pp,4.70,77,unknown,"Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2021",,Paperback,view,/book/show/57554223-what-pecan-light
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One by One,"Ware, Ruth*",1501188828,9781501188824,1501188828,384        pp,3.73,"186,709","Sep 08, 2020","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2021",,Paperback,view,/book/show/55878889-one-by-one
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Carry,"Fogarty, Kalyn*",,,,336        pp,3.85,640,"Aug 10, 2021","Aug 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2021",,Paperback,view,/book/show/55898876-what-we-carry
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Carry,"Fogarty, Kalyn*",1643858483,,B08NW93BV4,336        pp,3.85,640,"Aug 10, 2021","Aug 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2021",,Kindle Edition,view,/book/show/57754723-what-we-carry
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Libertie,"Greenidge, Kaitlyn",1616207019,9781616207014,1616207019,336        pp,3.49,"14,748","Mar 30, 2021","Mar 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Apr 15, 2021","Apr 20, 2021","Apr 15, 2021",,Hardcover,view,/book/show/54110460-libertie
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gilded Ones        (The Gilded Ones, #1)","Forna, Namina*",1984848704,,B07ZC6XGGY,432        pp,4.00,"47,865","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 11, 2021","Apr 13, 2021",,Kindle Edition,view,/book/show/40024121-the-gilded-ones
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Detransition, Baby","Peters, Torrey",0593133374,9780593133378,0593133374,337        pp,3.95,"77,262","Jan 12, 2021","Jan 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 13, 2021","Apr 15, 2021","Apr 13, 2021",,Hardcover,view,/book/show/48890225-detransition-baby
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Valley Road: Inside the Mind of an American Family,"Kolker, Robert*",038554376X,9780385543767,038554376X,377        pp,4.16,"122,401","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2021",,Hardcover,view,/book/show/50088631-hidden-valley-road
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Husband of Frick Island,"Oakley, Colleen*",1984806483,9781984806482,1984806483,341        pp,3.72,"16,775","May 25, 2021","May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2021",,Paperback,view,/book/show/51087151-the-invisible-husband-of-frick-island
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kindred Spirits Supper Club,"Reichert, Amy E.*",,,B08DMVF8K2,350        pp,3.73,"5,026","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2021",,Kindle Edition,view,/book/show/54905451-the-kindred-spirits-supper-club
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"90s Bitch: Media, Culture, and the Failed Promise of Gender Equality","Yarrow, Allison*",0062412345,9780062412348,0062412345,416        pp,4.03,"1,713","Jun 19, 2018","Jun 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 06, 2021","Jun 20, 2021","Apr 06, 2021",,Paperback,view,/book/show/34217537-90s-bitch
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Broken Darkness        (Beneath the Rising, #2)","Mohamed, Premee*",1781088756,9781781088753,1781088756,480        pp,3.70,226,"Mar 30, 2021","Apr 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 06, 2021","Apr 15, 2021","Apr 06, 2021",,Paperback,view,/book/show/54303482-a-broken-darkness
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In My Dreams I Hold a Knife,"Winstead, Ashley*",172822988X,9781728229881,172822988X,345        pp,3.85,"96,601","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2021",,Hardcover,view,/book/show/50485649-in-my-dreams-i-hold-a-knife
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Standby: An Approach to Theatrical Design,"Langman, Joshua*",0809338440,9780809338443,0809338440,378        pp,5.00,5,unknown,"May 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2021",,Paperback,view,/book/show/57621425-standby
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Women and the Blues,"Bryce, Denny S.*",1496730089,9781496730084,1496730089,352        pp,3.77,"6,593","Mar 30, 2021","Mar 30, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 03, 2021","Apr 06, 2021","Apr 03, 2021",,Paperback,view,/book/show/52649899-wild-women-and-the-blues
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Flight,"Clark, Julie*",1728234220,9781728234229,1728234220,288        pp,4.11,"204,084","Jun 02, 2020","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2021",,Paperback,view,/book/show/54717147-the-last-flight
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shipped,"Hockman, Angie*",1982151595,9781982151591,1982151595,336        pp,3.64,"65,469","Jan 19, 2021","Jan 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 30, 2021","Mar 31, 2021","Mar 30, 2021",,Paperback,view,/book/show/54304013-shipped
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Get a Life, Chloe Brown        (The Brown Sisters, #1)","Hibbert, Talia*",0062941208,9780062941206,0062941208,373        pp,3.81,"182,536","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2021",,Paperback,view,/book/show/43884209-get-a-life-chloe-brown
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bright Ruined Things,"Cohoe, Samantha*",1250768845,9781250768841,1250768845,352        pp,3.48,"1,347","Feb 15, 2022","Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2021",,Hardcover,view,/book/show/56269153-bright-ruined-things
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dig Me Out,"Lillard, Amy Lee*",1732989664,9781732989665,1732989664,214        pp,4.17,18,unknown,"Oct 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2021",,Paperback,view,/book/show/57136823-dig-me-out
