,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Clifford's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brief History of Seven Killings,"James, Marlon",1594633940,9781594633942,1594633940,688        pp,3.89,"34,866","Oct 02, 2014","Sep 08, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Impressive, but I can't say I loved the extreme violence. And the second half of the book becomes a story about drug gangs, and that's a lot less inteImpressive, but I can't say I loved the extreme violence. And the second half of the book becomes a story about drug gangs, and that's a lot less interesting than what appears to be a class and political struggle in the first half. But, wow, these characters. I read some and also listened to the audio version some, and I highly recommend that. The readers doing the Jamaican patois are outstanding....more",Notes are private!,0,4,1,"Feb 02, 2020","Apr 29, 2020","Feb 02, 2020",,Paperback,view (with text),/book/show/24611846-a-brief-history-of-seven-killings
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Feather Thief: Beauty, Obsession, and the Natural History Heist of the Century","Johnson, Kirk W.*",1101981636,9781101981634,1101981636,336        pp,4.01,"29,150","Apr 24, 2018","Apr 23, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While I enjoyed the book, which tells the story of an unusual theft from a natural history museum, and it is well written, I believe it would have beeWhile I enjoyed the book, which tells the story of an unusual theft from a natural history museum, and it is well written, I believe it would have been improved if the author had not injected himself into the story. His role in the case is minimal--few of the stolen birds were recovered as a result of his efforts--and his wife's pregnancy really has nothing to do with anything that the reader needs to be concerned with....more",Notes are private!,0,2,1,"Jan 31, 2020","Feb 22, 2020","Jan 31, 2020",,Paperback,view (with text),/book/show/44153387-the-feather-thief
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Private        (Private, #1)","Patterson, James*",0316096156,9780316096157,0316096156,385        pp,3.86,"53,449","May 27, 2010","Jun 28, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Meh. Stock characters, cliches of both plot and writing. On the other hand, I didn't quit, so it must not have been too terrible.Meh. Stock characters, cliches of both plot and writing. On the other hand, I didn't quit, so it must not have been too terrible....more",Notes are private!,0,0,1,"Jan 25, 2020","Jan 31, 2020","Jan 25, 2020",,Hardcover,view (with text),/book/show/7134202-private
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crazy Rich Asians        (Crazy Rich Asians, #1)","Kwan, Kevin*",,,B00AP2VQEM,546        pp,3.90,"490,023","Jun 11, 2013","Jun 11, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Crazy Rich Asians by Kevin Kwan isn’t a novel for everyone. It is set in Singapore, and I think it helps to have some familiarity with that country toCrazy Rich Asians by Kevin Kwan isn’t a novel for everyone. It is set in Singapore, and I think it helps to have some familiarity with that country to really grasp what’s happening in the book (although maybe the movie would work better). The book deals with an American woman who is in a relationship with a Singaporean in New York, where they are both academics. He invites her to join him in Singapore for summer vacation, but he doesn’t tell her that he’s from a very wealthy and powerful family. Even when she arrives and starts experiencing the absurd extravagance of the lifestyle of his family and friends, she doesn’t fully understand that she’s basically now on another planet and there’s no way the natives will ever accept her. Having lived in Singapore for almost ten years, I’m very familiar with the landscape Kwan is describing here, although I had no dealings with the people he’s describing. I lived and worked on planet earth, I’m happy to say. In the end, I found the book to be kind of silly—a farcical soap opera of the rich and powerful—but I actually did enjoy it in the end. Kwan is a very good story teller. I gather there are several sequels, and right now I don’t feel compelled to read on, but that may change....more",Notes are private!,0,8,1,"Jan 17, 2020","Jan 22, 2020","Jan 17, 2020",,Kindle Edition,view (with text),/book/show/18158562-crazy-rich-asians
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful & Full of Monsters,"LeBlanc, Courtney*",0578625954,9780578625959,0578625954,72        pp,4.47,68,"Mar 10, 2020","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2020",,Paperback,view,/book/show/50273979-beautiful-full-of-monsters
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Only As the Day Is Long: New and Selected Poems,"Laux, Dorianne*",0393652335,9780393652338,0393652335,167        pp,4.39,422,"Jan 15, 2019","Jan 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Only As the Day is Long by Dorianne Laux is a collection of new and selected poems that I picked up when I heard the poet read in Portland, Oregon at Only As the Day is Long by Dorianne Laux is a collection of new and selected poems that I picked up when I heard the poet read in Portland, Oregon at Powells Books. The book includes a large number of selected poems from five earlier collections, as well as a number of new poems in the title section, “Only as the Day is Long.” There is a lot to love here and I’ve been reading it gradually over a month or more. I think I am most moved by the new poems, though, many of which deal with the death of the poet’s mother (who also appears in many of the earlier poems). ...more",Notes are private!,0,3,1,"Jan 06, 2020","Feb 08, 2020","Jan 06, 2020",,Hardcover,view (with text),/book/show/40180068-only-as-the-day-is-long
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disappearing Earth,"Phillips, Julia*",,,,272        pp,3.84,"52,889","May 22, 2019","May 14, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I have a lot to say about this book, the most important things being that it's beautifully written and a compelling story, not only about the I think I have a lot to say about this book, the most important things being that it's beautifully written and a compelling story, not only about the disappearance of some girls in Kamchatka but also about life of the people of the peninsula, about which most of us in the US know very little.But I also want to say that the book feels to me like a tightly linked novel in stories, rather than a straight-forward novel. Each chapter gives us a different story with its own arc about different people tied in various ways to the girls who have disappeared. This isn't a criticism in any way, as I like the form (and have used it myself) but just an observation that I haven't heard anyone else make.And finally, it is interesting to me that no one (that I've heard) has accused this author of cultural appropriation, even though a good deal of the book is about the native people of Kamchatka. Given the controversy around the book American Dirt, I'm surprised. Is it because this book is better researched and written? Or is it because it takes place so far away and there is no one here to object on behalf of the indigenous people? (I'm not raising the issue because I personally object; in fact, I think much of the criticism of American Dirt is misguided.)...more",Notes are private!,0,5,1,"Jan 04, 2020","Feb 11, 2020","Jan 04, 2020",,Kindle Edition,view (with text),/book/show/43175254-disappearing-earth
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Testaments        (The Handmaid's Tale, #2)","Atwood, Margaret*",,,,422        pp,4.19,"352,092","Sep 10, 2019","Sep 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Didn't we get the point with the first book, The Handmaid's Tale? Did the sequel add anything? I must admit that I enjoyed Aunt Lydia's perfidy, but wDidn't we get the point with the first book, The Handmaid's Tale? Did the sequel add anything? I must admit that I enjoyed Aunt Lydia's perfidy, but was she not in large measure responsible for Gilead's oppression of women in the first place? Her heroism comes a bit late, then. Anyway, I had no intention of reading this until my book club decided to take it on, so . . . I read it. I didn't hate it, but I wish I'd spent my time more profitably. ...more",Notes are private!,0,0,1,Jan 2020,"Jan 12, 2020","Jan 01, 2020",,Hardcover,view (with text),/book/show/42975172-the-testaments
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Friend: A Novel from North Korea,"Paek, Nam-nyong",0231195613,9780231195614,0231195613,224        pp,3.53,458,1988,"May 05, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A curiosity. Full  to come.,Notes are private!,0,0,1,"Dec 29, 2019","Feb 03, 2020","Dec 29, 2019",,Paperback,view (with text),/book/show/45691925-friend
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quitters,"Matos, Carlo*",0998632570,9780998632575,0998632570,124        pp,4.54,13,unknown,"Dec 05, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I acquired this book almost 2 years ago when I visited the publisher's table at the annual AWP Conference. (They were at the time considering a manuscI acquired this book almost 2 years ago when I visited the publisher's table at the annual AWP Conference. (They were at the time considering a manuscript of mine that they ultimately passed on, but no worries, it found another home.) The author of this book was at the table during my visit and he was engaging, the book had an attractive cover (call me shallow), and it never hurts to buy a book from a publisher you might work with later, so I bought it. I buy more books than I can read, so it went into a pile in my study until last week, when I moved some books around and revealed this one. I decided to finally read it.It's terrific. It is described as creative essays, but I gather they are more or less true. The deal with the author's time as an MMA fighter, move into attempts to learn archery, watching roller derby, and finally being an adjunct composition teacher. The language throughout is fresh, which is what makes the book a winner for me, but also most of the situations (adjuncting aside) are fresh as well. It's not a long read (I'd tell you how many pages it has, but the pages aren't numbered!), and you can probably get through it in an afternoon. It's worth it!...more",Notes are private!,0,0,1,"Dec 21, 2019","Dec 28, 2019","Dec 21, 2019",,Paperback,view (with text),/book/show/36593517-the-quitters
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Keep Moving: Notes on Loss, Creativity, and Change","Smith, Maggie*",1982132078,9781982132071,1982132078,214        pp,3.88,"5,711","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2019",,Hardcover,view,/book/show/52053133-keep-moving
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to See Here,"Wilson, Kevin",0062913468,9780062913463,0062913468,254        pp,3.96,"184,004","Oct 29, 2019","Oct 29, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"On the strength of the writing alone, I give this novel 5 stars. The story is a little less bizarre (I mean once you get past the fact that the childrOn the strength of the writing alone, I give this novel 5 stars. The story is a little less bizarre (I mean once you get past the fact that the children spontaneously combust) than I'm accustomed to from Kevin Wilson (The Family Fang was brilliant), somewhat predictable, but enjoyable nonetheless. I've read some suggestions that the ""fiery"" nature of the children is a metaphor for childish tempers, but that's not it. These kids combust because their parents suck. In reality, it's the parents who start the fires, not the kids. In any case, it was fun to spend some time in Kevin Wilson's world again....more",Notes are private!,0,6,1,"Dec 19, 2019","Dec 25, 2019","Dec 19, 2019",,Hardcover,view (with text),/book/show/43884200-nothing-to-see-here
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in Spring,"Rodoreda, Mercè",0241352541,9780241352540,0241352541,150        pp,3.79,"2,584","May 30, 1986","Apr 05, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Death in Spring is translated from the Catalan, and that's why I bought the book in a terrific bookshop on a recent trip to Barcelona . And while I diDeath in Spring is translated from the Catalan, and that's why I bought the book in a terrific bookshop on a recent trip to Barcelona . And while I did recognize some brilliance in the novel and an important theme of struggle against the authoritarians, I found the odd prose (images and events that are far beyond the familiar) nearly impenetrable. Sometimes it make sense, and sometimes it's just weird....more",Notes are private!,0,4,1,"Dec 09, 2019","Jan 25, 2020","Dec 09, 2019",,Paperback,view (with text),/book/show/36987627-death-in-spring
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow of the Wind        (The Cemetery of Forgotten Books, #1)","Ruiz Zafón, Carlos",,,,487        pp,4.30,"635,469",May 2001,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was recommended to me years ago and it has been sitting on a shelf since then, but I didn't feel compelled to read it until I took a trip toThis book was recommended to me years ago and it has been sitting on a shelf since then, but I didn't feel compelled to read it until I took a trip to Barcelona, where the book is set during the 40s and 50s. The impression of the book is enhanced by a familiarity with the city, I think, as the narrators refer to real places (and the author even includes a map of the primary locales). It was interesting, for example, to read of a body being found in the plaza next to the Santa Maria del Mar church, a site that I visited this morning before I read that passage. As entertaining as the book is, it has two flaws, both significant. First, it's overly melodramatic (although that might be owed to the young narrator, Daniel, who sees everything in exaggerated terms). Second, much of the detail is rendered in passages where one ""witness"" or another tells Daniel information he needs to know. These passages are tedious and would have benefited from dramatization (although that probably would have added a couple hundred pages to a book that was already too long). Anyway, read it if you're in Barcelona have been to Barcelona....more",Notes are private!,0,1,1,"Nov 20, 2019","Dec 02, 2019","Nov 20, 2019",,Paperback,view (with text),/book/show/1232.The_Shadow_of_the_Wind
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kim Jiyoung, Born 1982","Cho, Nam-Joo",1631496700,9781631496707,1631496700,163        pp,4.17,"142,934","Oct 14, 2016","Apr 14, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** This novel is scheduled to be released in the US in April 2020 but I obtained an advance reading copy at a trade show. I was looking**spoiler alert** This novel is scheduled to be released in the US in April 2020 but I obtained an advance reading copy at a trade show. I was looking forward to reading another Korean novel in translation, but this was truly disappointing. It can be summarized as follows: Korea is still a terribly sexist country and professional women have an extremely hard time, especially if they are married with children, which is news to no one. The title character suffers this fate and has a breakdown. End of novel. The jacket blurb describes the prose as ""eerie,"" but I would call it dull, and I doubt this is a translation problem. I had hoped to write and place a  of this book in a magazine or newspaper, but I really have nothing good to say about it....more",Notes are private!,0,1,1,"Nov 20, 2019","Dec 10, 2019","Nov 20, 2019",,Hardcover,view (with text),/book/show/46041199-kim-jiyoung-born-1982
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Meander Belt: Family, Loss, and Coming of Age in the Working-Class South","O'Wain, M. Randal",1496213319,9781496213310,1496213319,216        pp,4.36,36,"Oct 01, 2019","Oct 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although this terrific book is technically an essay collection, it reads much like a continuous narrative memoir, focused on the author's relationshipAlthough this terrific book is technically an essay collection, it reads much like a continuous narrative memoir, focused on the author's relationship with his father and brother, but also with other significant figures in his life. And a difficult life it was, too, at least growing up in the hardscrabble confines of his family's Memphis home. Beautifully written and at times quite emotional. Highly recommended....more",Notes are private!,0,0,1,"Nov 18, 2019","Nov 20, 2019","Nov 20, 2019",,Paperback,view (with text),/book/show/44294947-meander-belt
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Travel Writing 2019,"Wilson, Jason*",,,B07M5D79P2,400        pp,3.86,252,"Oct 01, 2019","Oct 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are many very fine essays in this anthology, but also many of them don't seem to me to be ""travel writing,"" so I'm not sure they belong in this There are many very fine essays in this anthology, but also many of them don't seem to me to be ""travel writing,"" so I'm not sure they belong in this collection....more",Notes are private!,0,1,1,Nov 2019,"Dec 30, 2019","Nov 01, 2019",,Kindle Edition,view (with text),/book/show/52181318-the-best-american-travel-writing-2019
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bonfire of the Vanities,"Wolfe, Tom",0374115346,9780374115340,0374115346,659        pp,3.90,"80,879","Nov 01, 1987",1988,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've had this book on my shelves for a very long time--more than 30 years, I'd say--and finally took it down. It's hard to imagine what I might have mI've had this book on my shelves for a very long time--more than 30 years, I'd say--and finally took it down. It's hard to imagine what I might have made of it when it first came out, but now it feels completely like a satire of the go-go years. Or, at least, a caricature of the Wall Street/Park Avenue milieu, not to mention the Bronx. Still, it's not hard to spot some lessons about greed and abuses of privilege and power that remain valid now. The deep dive into the annoying thoughts of annoying people, though, that's pretty hard to take in a book that runs on (and on and on)....more",Notes are private!,0,3,1,"Oct 30, 2019","Jan 23, 2020","Oct 30, 2019",,Hardcover,view (with text),/book/show/844236.The_Bonfire_of_the_Vanities
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nature of Things,Lucretius,,,B002RI96Y4,304        pp,3.98,"13,463",-55,"Jul 26, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 27, 2019",not set,"Oct 27, 2019",,Kindle Edition,view,/book/show/8330435-the-nature-of-things
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rewilding,"O'Neil, January Gill*",1933880686,9781933880686,1933880686,71        pp,4.59,64,"Nov 06, 2018","Nov 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 26, 2019","Nov 15, 2019","Oct 26, 2019",,Paperback,view,/book/show/39398535-rewilding
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fascism: A Warning,"Albright, Madeleine K.",,,B07HWSZQBV,294        pp,4.25,"18,537","Apr 10, 2018","Jan 29, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an excellent book about fascists and other tyrants, including, kind of obliquely, Donald Trump. Albright is a superb writer and I found her shThis is an excellent book about fascists and other tyrants, including, kind of obliquely, Donald Trump. Albright is a superb writer and I found her short histories of fascists from Mussolini to Trump enlightening and frightening....more",Notes are private!,0,4,1,"Oct 24, 2019","Dec 09, 2019","Oct 24, 2019",,Kindle Edition,view (with text),/book/show/42114878-fascism
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Down by the Eno, Down by the Haw: A Wonder Almanac","Moeckel, Thorpe",0881467219,9780881467215,0881467219,136        pp,4.00,6,unknown,"Oct 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although described as a collection of essays, the book is a lyrical meditation on nature, and at times reads more like poetry than prose. The author wAlthough described as a collection of essays, the book is a lyrical meditation on nature, and at times reads more like poetry than prose. The author writes about his visits to the woods over a period of a year, capturing the changes that take place. He discovers that he's never really alone--the birds and animals are watching him, and the surroundings are as alive as he is, if not more so....more",Notes are private!,0,1,1,"Oct 24, 2019","Nov 13, 2019","Oct 24, 2019",,Paperback,view (with text),/book/show/49785683-down-by-the-eno-down-by-the-haw
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caesar and Cleopatra,"Shaw, George Bernard",,,B0082ROJOQ,54        pp,3.67,"2,036",1898,"May 12, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 20, 2019",not set,"Oct 20, 2019",,Kindle Edition,view,/book/show/18332316-caesar-and-cleopatra
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dad's Maybe Book,"O’Brien, Tim",0618039708,9780618039708,0618039708,400        pp,3.96,783,"Oct 14, 2019","Oct 14, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can imagine that some readers will like this book less than I did, but here's why I loved it:1) I'm a fan of Tim O'Brien's work. Going After CacciatI can imagine that some readers will like this book less than I did, but here's why I loved it:1) I'm a fan of Tim O'Brien's work. Going After Cacciato is one of the greatest books of the 20th Century, and The Things They Carried is a classic, too. (Not to mention all of O'Brien's other books, each of which I've thoroughly enjoyed and admired.)2) I had the privilege of working with O'Brien in a workshop at the Sewanee Writers' Conference and found him to be a wonderful and supportive teacher. I learned more than I thought possible in those sessions.3) At Sewanee, I heard some of the stories that come through in this book, which is part love-letter to his sons, part memoir, part anti-war screed (too harsh a word, but he does have strong views), and part writing advice. You can read it for any of those elements, but you'll benefit from them all....more",Notes are private!,0,4,1,"Dec 06, 2019","Dec 22, 2019","Oct 20, 2019",,Hardcover,view (with text),/book/show/43261204-dad-s-maybe-book
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swerve: How the World Became Modern,"Greenblatt, Stephen",0393343405,9780393343403,0393343405,356        pp,3.87,"32,723","Sep 26, 2011","Sep 04, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this book to be fascinating and it has inspired me to read further, in particular to read a translation of Lucretius's On the Nature of ThingsI found this book to be fascinating and it has inspired me to read further, in particular to read a translation of Lucretius's On the Nature of Things. I enjoyed the mystery of Poggio's manuscript hunting--who hasn't browsed a used bookstore in search of a lost gem?--and some of the intrigue in the 15th Century Catholic Church that played a role both in his discovery of the Lucretius poem and the suppression of its implications. Not to everyone's taste, I'm sure, but it drew me in and never lost me.I listened to the audio version of the book, and I have mixed feelings about the narrator. I think his breathy style is more suited to romantic fiction than to serious non-fiction. On the other hand, his pronunciation of countless Italian names was flawless (at least to my ear). ...more",Notes are private!,0,3,1,"Oct 09, 2019","Oct 29, 2019","Oct 09, 2019",,Paperback,view (with text),/book/show/13707734-the-swerve
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Lotus,"Bohjalian, Chris*",0385544804,9780385544801,0385544804,400        pp,3.73,"20,018","Mar 17, 2020","Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2019",,Hardcover,view,/book/show/51946068-the-red-lotus
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of the Desert,"Ashton, Betsy*",1070538345,9781070538341,1070538345,244        pp,4.50,8,unknown,"Jul 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,Jul 2019not set,Aug 2019not set,"Oct 01, 2019",,Paperback,view,/book/show/52601837-out-of-the-desert
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Love Anderson Cooper,"Maizes, R.L.*",1250304075,9781250304070,1250304075,176        pp,3.75,"1,022","Jul 23, 2019","Jul 23, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very enjoyable collection of short stories, some with a slightly sinister feel, others verging on the supernatural: there's the tattoo artisThis is a very enjoyable collection of short stories, some with a slightly sinister feel, others verging on the supernatural: there's the tattoo artist who can do magical transformation with his work, the psychologist who acquires a mysterious couch, a cat who is over-protective of its owner, etc. In all, family relationships, especially failed marriages, are at the center. It's a short book and recommended reading....more",Notes are private!,0,4,1,Oct 2019,"Oct 09, 2019","Oct 01, 2019",,Hardcover,view (with text),/book/show/41940228-we-love-anderson-cooper
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",,,B073VX7HT4,502        pp,4.12,"159,523","Apr 03, 2018","Apr 03, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fascinating book with agenda: we're fucking up the planet in the name of ""progress."" Furthermore, the people who try to do something about iThis is a fascinating book with agenda: we're fucking up the planet in the name of ""progress."" Furthermore, the people who try to do something about it are persecuted (and prosecuted). It's hard to disagree with that, unless you assume, as some do, that destruction of the environment is inevitable and that human invention will give us ways to cope (although the book suggests we're not capable of dealing with the catastrophe we're creating.Having said that, the book is confusing, with loads of characters that are, at first, hard to distinguish. The first third of the book is made up of separate narratives as each character or set of characters is introduced. Only a third of the way in do they begin to intersect, although even from the beginning the tree theme connects. Lots to think about. ...more",Notes are private!,0,4,1,"Sep 28, 2019","Oct 24, 2019","Sep 28, 2019",,Kindle Edition,view (with text),/book/show/36075657-the-overstory
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Head Off & Split,"Finney, Nikky",0810152169,9780810152168,0810152169,102        pp,4.13,"1,334",2010,"Jan 27, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2019","Oct 25, 2019","Sep 27, 2019",,Paperback,view,/book/show/9258089-head-off-split
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of Human Language Complete Set,"McWhorter, John",1565859499,9781565859494,1565859499,201        pp,4.41,"2,749",2004,"Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've always been interested in languages and linguistics. A few years ago, after reading another book about evolution and the origins of humans, I becI've always been interested in languages and linguistics. A few years ago, after reading another book about evolution and the origins of humans, I became more curious about the history of language and picked up The Power of Babel by John McWhorter. There is some overlap between that book and this course, but it was still fascinating. ...more",Notes are private!,0,0,1,"Sep 17, 2019","Oct 08, 2019","Sep 17, 2019",,Paperback,view (with text),/book/show/9958458-the-story-of-human-language-complete-set
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,672","Jun 04, 2019","Jun 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars, rounded up to 4. Coming out. Coming of age. Immigrant story. Abusive parent. Opiod abuse. There doesn't seem to be much fresh about the sto3.5 stars, rounded up to 4. Coming out. Coming of age. Immigrant story. Abusive parent. Opiod abuse. There doesn't seem to be much fresh about the story itself, although the language is beautiful. The author is a poet, after all. Perhaps the most intriguing character in the book for me is Paul, the ""grandfather"" of the narrator, and even his story is familiar--the well-meaning soldier separated from his Vietnamese love who ends up marrying an American girl back home, leaving the Vietnamese girl to fend for herself....more",Notes are private!,0,3,2,"Sep 12, 2019not set","Sep 29, 2019not set","Sep 12, 2019",,Hardcover,view (with text),/book/show/41880609-on-earth-we-re-briefly-gorgeous
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There There,"Orange, Tommy*",,,,294        pp,3.98,"181,627","Jun 05, 2018","Jun 05, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 20, 2020","Jun 05, 2020","Sep 12, 2019",,Hardcover,view,/book/show/36692478-there-there
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jenny in Corona,"Ross, Stuart*",1948954060,9781948954068,1948954060,222        pp,4.34,29,"Sep 10, 2019","Sep 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2019",,Paperback,view,/book/show/46141911-jenny-in-corona
