,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Maria's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cruciada copiilor,"Ilis, Florina",9732318732,,,488        pp,3.95,225,2005,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 06, 2024",not set,"Apr 06, 2024",,Paperback,view,/book/show/6177354-cruciada-copiilor
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doamna Hayat,"Altan, Ahmet",6069786807,9786069786802,6069786807,288        pp,4.08,"1,132",2021,"Nov 20, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Mar 29, 2024","Mar 31, 2024","Mar 29, 2024",,Paperback,view,/book/show/203689181-doamna-hayat
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eșafodul,"Aitmatov, Chingiz",,,,320        pp,4.28,"1,991",1986,1991,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 19, 2024","Mar 28, 2024","Mar 19, 2024",,Paperback,view,/book/show/24728962-e-afodul
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Batranii ticalosi,"Amis, Kingsley",,,,unknown,3.33,"3,746",1986,2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 04, 2024","Mar 12, 2024","Mar 04, 2024",,Paperback,view,/book/show/40663661-batranii-ticalosi
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gâtul girafei,"Schalansky, Judith",,,,unknown,3.19,"2,160","Sep 12, 2011","Nov 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 29, 2024","Mar 04, 2024","Feb 29, 2024",,Paperback,view,/book/show/32847328-g-tul-girafei
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fărâme de viaţă,"Shalev, Zeruya",,,,480        pp,3.79,536,2011,Sep 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Feb 22, 2024","Feb 28, 2024","Feb 22, 2024",,Paperback,view,/book/show/16006098-f-r-me-de-via
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Monștri fabuloși Dracula, Alice, Superman și alți prieteni literari","Manguel, Alberto*",,9786064316707,,unknown,3.78,451,"Sep 24, 2019","Oct 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 18, 2024","Feb 20, 2024","Feb 18, 2024",,Paperback,view,/book/show/199294516-mon-tri-fabulo-i-dracula-alice-superman-i-al-i-prieteni-literari
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mai puţin decât dragostea,"Crețu, Bogdan",,9789734696888,,456        pp,4.43,46,unknown,2023,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mi-a venit destul de greu să termin această carte, mai ales în ultimele pagini senzația de sufocare devenind preponderentă.De la început, la sfârșit, Mi-a venit destul de greu să termin această carte, mai ales în ultimele pagini senzația de sufocare devenind preponderentă.De la început, la sfârșit, tonul romanului mi s-a părut unul fals, intriga plină de poncife, iar caracterele greu credibile. Nu mai iau în discuție planurile pe care se desfășoară narațiunea.Am ezitat mult înainte să cumpăr cartea, iar acum, după ce-am citit-o, îmi pare rău că nu mi-am urmat intuiția....more",Notes are private!,0,6,1,"Feb 16, 2024","Feb 18, 2024","Feb 16, 2024",,Paperback,view (with text),/book/show/203641628-mai-pu-in-dec-t-dragostea
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Călătorie într-o fotografie,"Radu, Dia",6064316756,9786064316752,6064316756,272        pp,4.59,17,unknown,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Când m-am apucat în după-amiaza asta de cartea de interviuri a Diei Radu, nu mi-am închipuit că ea va fi atât de fascinantă, încât o voi sorbi în doarCând m-am apucat în după-amiaza asta de cartea de interviuri a Diei Radu, nu mi-am închipuit că ea va fi atât de fascinantă, încât o voi sorbi în doar câteva ore. Acum, la momentul terminării ei, nu pot hotărî care dintre interviuri mi-a plăcut mai mult, fiecare în parte fiind foarte bun. Dia Radu știe cum să întrebe și ce să întrebe pentru a prinde perfect în cuvinte sufletul persoanei intervievate și pentru a-l revela muritorului de rând care eștu tu, cititorul. Dacă sunteți cititori ai genului ""interviu"", cartea aceasta vă va bucura, cu siguranță....more",Notes are private!,0,1,1,"Feb 16, 2024","Feb 16, 2024","Feb 16, 2024",,Paperback,view (with text),/book/show/200982956-c-l-torie-ntr-o-fotografie
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Între vii,"Popa, Iulian*",,9789735082222,,272        pp,4.73,15,unknown,"Dec 22, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pornind de la mărturisirea autorului de pe coperta a treia despre ce și-a propus, și constatarea proprie despre ce i-a reușit, nu pot să nu apreciez cPornind de la mărturisirea autorului de pe coperta a treia despre ce și-a propus, și constatarea proprie despre ce i-a reușit, nu pot să nu apreciez că ""Între vii"" este un roman scris cu talent, onest și plin de promisiuni privind viitorul lui Iulian Popa în literatura contemporană.Bref: mi-a plăcut!...more",Notes are private!,0,2,1,"Feb 15, 2024","Feb 16, 2024","Feb 15, 2024",,Paperback,view (with text),/book/show/203117367-ntre-vii
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Instabil,"Burcescu, Ruxandra*",9735074915,9789735074913,,232        pp,4.30,142,May 2022,May 2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 07, 2024","Feb 12, 2024","Feb 07, 2024",,Paperback,view,/book/show/61085906-instabil
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Așa ceva nu ți s-ar putea întâmpla niciodată,"McGregor, Jon",973724673X,9789737246738,973724673X,224        pp,3.60,"1,160","Feb 01, 2012",May 2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Feb 06, 2024","Feb 14, 2024","Feb 06, 2024",,Paperback,view,/book/show/31816801-a-a-ceva-nu-i-s-ar-putea-nt-mpla-niciodat
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,În creștere,"Mateiu, Mihai",,9786064019356,,160        pp,3.87,83,unknown,May 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mi-a plăcut volumul de proză scurtă ""În creștere"" al lui Mihai Mateiu, apărut în 2023 la editura Trei, ba chiar mi-am reamintit cu plăcere cum îi remaMi-a plăcut volumul de proză scurtă ""În creștere"" al lui Mihai Mateiu, apărut în 2023 la editura Trei, ba chiar mi-am reamintit cu plăcere cum îi remarcasem autorului prima proză din volum care i-a apărut inițial în antologia Humanitas din 2018 ""16 prozatori de azi"".O frazare impecabilă, capacitatea de a te imersa în proza lui rotundă, perfectă, și, nu în ultimul rând, faptul că ți-aduce aminte de tine tânăr....more",Notes are private!,0,2,1,"Feb 05, 2024","Feb 06, 2024","Feb 05, 2024",,Paperback,view (with text),/book/show/170205975-n-cre-tere
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meridianul sângelui,"McCarthy, Cormac",973461861X,9789734618613,973461861X,408        pp,4.16,"164,503","Apr 28, 1985",2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Feb 02, 2024","Feb 22, 2024","Feb 02, 2024",,Paperback,view,/book/show/10620542-meridianul-s-ngelui
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hamnet,"O'Farrell, Maggie*",1472223799,9781472223791,1472223799,372        pp,4.20,"255,739","Mar 31, 2020","Mar 31, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 31, 2024","Feb 05, 2024","Jan 31, 2024",,Hardcover,view,/book/show/43890641-hamnet
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nu există țară pentru bătrâni,"McCarthy, Cormac",9734617222,9789734617227,9734617222,304        pp,4.16,"200,196","Jul 19, 2005",2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un roman ingenios construit, cu două fire narative care, deși merg în paralel tot timpul, par a deriva unul din altul. Pe de o parte, e povestea proprUn roman ingenios construit, cu două fire narative care, deși merg în paralel tot timpul, par a deriva unul din altul. Pe de o parte, e povestea propriu-zisă cu aspectul unui roman polițist, de o duritate extremă și unde un happy end pentru personajele implicate este exclus, pe de altă parte, e o reflecție a naratorului, care-l reprezintă pe omul legii, asupra evoluției moralei și respectului pentru semeni în societate. Generațiile mai vechi nu mai regăsesc nimic din ce constituia baza educației în fața noului tip uman. Am făcut experiența de a răpi două ore lecturii, pentru a vedea ecranizarea, scenariul filmului respectând destul de fidel romanul, și n-am avut decât de câștigat din asta. Am putut astfel să leg cuvintele de vizual, ceea ce mi-a îmbogățit experiența.Deși nu este cel mai bun roman al lui, îl recomand călduros....more",Notes are private!,0,9,1,"Jan 29, 2024","Jan 31, 2024","Jan 29, 2024",,Paperback,view (with text),/book/show/10575476-nu-exist-ar-pentru-b-tr-ni
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pogromul de la Iași,"Ioanid, Radu",973468499X,9789734684991,973468499X,142        pp,4.40,113,2014,Jun 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 26, 2024","Jan 27, 2024","Jan 26, 2024",,Paperback,view,/book/show/58413929-pogromul-de-la-ia-i
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thera,"Shalev, Zeruya",1592642667,9781592642663,1592642667,441        pp,4.17,402,2005,"Nov 15, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 22, 2024","Jan 29, 2024","Jan 22, 2024",,Hardcover,view,/book/show/9434159-thera
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le Voyage dans l'Est,"Angot, Christine",2080231987,9782080231987,2080231987,224        pp,3.81,721,unknown,"Aug 18, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 22, 2024","Jan 22, 2024","Jan 22, 2024",,Paperback,view,/book/show/58814338-le-voyage-dans-l-est
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tatăl meu la izolare,"Teodorescu, Cristian",9734685848,9789734685844,9734685848,440        pp,3.89,18,unknown,2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Am fost nevoită să abandonez acest roman care mi s-a părut de-o stufoșenie de-a dreptul sufocantă, după ce-am citit cam un sfert din el. Am consideratAm fost nevoită să abandonez acest roman care mi s-a părut de-o stufoșenie de-a dreptul sufocantă, după ce-am citit cam un sfert din el. Am considerat că timpul meu este mai prețios decât această ""naștere"" epică aflată în nevoie....more",Notes are private!,0,2,1,"Jan 17, 2024","Jan 21, 2024","Jan 17, 2024",,Paperback,view (with text),/book/show/59316253-tat-l-meu-la-izolare
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bărbatul fără cap,"Mitu, Lavinica",9734689835,9789734689835,,184        pp,4.13,152,Apr 2022,Apr 2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mi-a plăcut mult cartea de debut în proză scurtă a Lavinicăi Mitu, apărută în 2022, în colecția Ego-proză a editurii Polirom și pot s-o recomand fără Mi-a plăcut mult cartea de debut în proză scurtă a Lavinicăi Mitu, apărută în 2022, în colecția Ego-proză a editurii Polirom și pot s-o recomand fără rezerve. Lavinica Mitu scrie o proză bine articulată, densă, dură, dar pertinentă, despre traumă și abuz. Pentru că nimerește exact tonul, rezultatul este o proză de bună calitate. Iar cu ea, o voce de calitate în peisajul literar actual....more",Notes are private!,0,4,1,"Jan 15, 2024","Jan 17, 2024","Jan 15, 2024",,Paperback,view (with text),/book/show/60886194-b-rbatul-f-r-cap
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Visul canadian,"Perțache, Bogdan*",9734694111,9789734694112,,208        pp,3.97,29,unknown,May 2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 13, 2024","Jan 15, 2024","Jan 13, 2024",,Paperback,view,/book/show/168413324-visul-canadian
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alionuşka,"Calancea, Lilia",,9789734696918,,184        pp,3.89,37,unknown,2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mi-a plăcut romanul Liliei Calancea, ""Alionușka"", o autobiografie ficționalizată despre perioada anilor '90, în Moldova de peste Prut.Scris cu vervă, Mi-a plăcut romanul Liliei Calancea, ""Alionușka"", o autobiografie ficționalizată despre perioada anilor '90, în Moldova de peste Prut.Scris cu vervă, nerv și onestitate, e un prilej de reflecție asupra unei epoci aproape schizoide.De bună seamă, sunt foarte curioasă acum să-i citesc și ""Sunt oare un călău?"".Recomand!...more",Notes are private!,0,7,1,"Jan 12, 2024","Jan 13, 2024","Jan 12, 2024",,Paperback,view (with text),/book/show/205103526-alionu-ka
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Balcanii: de la sfârșitul Bizanțului până azi,"Mazower, Mark",9735063638,9789735063634,9735063638,220        pp,3.75,"2,484",2000,Jun 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 10, 2024","Jan 12, 2024","Jan 10, 2024",,Paperback,view,/book/show/46145404-balcanii
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Borges and Me,"Parini, Jay",,,,320        pp,4.13,919,"Aug 18, 2020","Aug 06, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O autoficțiune, cu personaje reale și cu întâmplări reconstituite după rumegările timp de cincizeci de ani ale memoriei, romanul lui Jay Parini ""BorgeO autoficțiune, cu personaje reale și cu întâmplări reconstituite după rumegările timp de cincizeci de ani ale memoriei, romanul lui Jay Parini ""Borges și eu - o întâlnire"" este o carte superbă. Motiv pentru care îi fac o călduroasă recomandare de lectură....more",Notes are private!,0,2,1,not set,not set,"Jan 10, 2024",,,view (with text),/book/show/51997883-borges-and-me
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Străinătate,"Cupşa, Augustin",,9789735077631,,211        pp,3.68,41,"Dec 20, 2022","Dec 20, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Talentat scriitor Augustin Cupșa, la fel de talentat pe spațiul mai redus al prozei scurte, cât și pe cel mai amplu al unui roman!Deși acest volum de Talentat scriitor Augustin Cupșa, la fel de talentat pe spațiul mai redus al prozei scurte, cât și pe cel mai amplu al unui roman!Deși acest volum de proză scurtă a apărut în 2022, de-abia acum i-a venit rândul în teancul meu. Cu proze bine scrise, izvorâte dintr-un filon narativ bogat și care pare durabil, cu figuri de stil potrivit folosite, Augustin Cupșa e din stirpea scriitorilor cu asupra de măsură talentat, ""născut, iar nu făcut"".Motiv pentru care vă recomand călduros cărțile lui care, în mod sigur, vă vor spune ceva....more",Notes are private!,0,7,1,"Jan 04, 2024","Jan 07, 2024","Jan 04, 2024",,Paperback,view (with text),/book/show/75415617-str-in-tate
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stella Maris        (The Passenger, #2)","McCarthy, Cormac",0307269000,9780307269003,0307269000,190        pp,3.88,"16,975","Dec 06, 2022","Dec 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un roman superb, mult mai bine articulat decât ""Pasagerul"", în care McCarthy abordează viața Aliciei Western (sora personajului Bobby Western din PasaUn roman superb, mult mai bine articulat decât ""Pasagerul"", în care McCarthy abordează viața Aliciei Western (sora personajului Bobby Western din Pasagerul) în spitalul de psihiatrie Stella Maris. Un copil, o adolescentă și o tânără matematiciană sclipitoare, Alicia este diagnosticată cu schizofrenie paranoidă în adolescență și se internează la cerere în spital.Romanul este alcătuit dintr-o serie de convorbiri psihiatru-pacientă, o explorare-reflecție asupra suferinței psihice, narată cu o înaltă ținută. Pe alocuri, vocile se confundă, ceea ce conferă textului fascinație....more",Notes are private!,0,7,1,"Jan 03, 2024","Jan 04, 2024","Jan 03, 2024",,Hardcover,view (with text),/book/show/60526802-stella-maris
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nimeni nu părăsește Palo Alto,"Iczkovits, Yaniv",,9786060973256,,424        pp,4.08,130,2020,"Nov 20, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Nimeni nu părăsește Palo Alto"" al romancierului Yaniv Iczkovits mi s-a părut un roman foarte bun, aproape mai bun decăt ""Fiica măcelarului"". Sigur i ""Nimeni nu părăsește Palo Alto"" al romancierului Yaniv Iczkovits mi s-a părut un roman foarte bun, aproape mai bun decăt ""Fiica măcelarului"". Sigur i se pot acorda 5* din 5. Cu o mână sigură și elegantă, Iczkovits țese caractere și emoții într-o țesătură amplă și grea de atlaz, în stare să se susțină singură.Yaniv Iczkovits respiră talent prin toți porii și te face să-l iubești pentru talentul lui. Și pare că nu acesta este marele său roman, sigur poate da mai mult!...more",Notes are private!,0,15,1,not set,not set,"Jan 01, 2024",,Paperback,view (with text),/book/show/204290427-nimeni-nu-p-r-se-te-palo-alto
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pasagerul        (The Passenger, #1)","McCarthy, Cormac",,9786060973232,,400        pp,3.59,"28,966","Oct 25, 2022","Nov 20, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Am terminat ""Pasagerul"" și vreau să las câteva cuvinte ""la cald"".Mi s-a părut un roman bun, dar inegal pe alocuri. Cred că autorul ar fi putut argumenAm terminat ""Pasagerul"" și vreau să las câteva cuvinte ""la cald"".Mi s-a părut un roman bun, dar inegal pe alocuri. Cred că autorul ar fi putut argumenta mai bine acțiunile personajului principal, putea sublinia mai bine conexiunile cu personaje secundare. Mi s-au părut remarcabile paginile din jurnalul personajului principal feminin, sora schizofrenică, modul în care sunt redate halucinațiile acesteia.Mai cred că ar fi putut șlefui mai mult acest roman, dar, probabil, factorul timp a prevalat. Impresia finală este că romanul este ușor supraevaluat de critică, deși, în ansamblu, este un roman mai mult decât bun....more",Notes are private!,0,16,1,"Dec 31, 2023","Jan 03, 2024","Dec 31, 2023",,Paperback,view (with text),/book/show/203322494-pasagerul
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inventarul lucrurilor disparute,"Schalansky, Judith",,9786069786406,,288        pp,3.36,"1,608","Oct 21, 2018",2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 26, 2023","Dec 31, 2023","Dec 26, 2023",,Paperback,view,/book/show/174316569-inventarul-lucrurilor-disparute
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ce vrăji a mai făcut pisica mea,"Paraschivescu, Radu",,9789735082246,,224        pp,4.01,207,2023,2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 24, 2023","Dec 26, 2023","Dec 24, 2023",,Paperback,view,/book/show/203105330-ce-vr-ji-a-mai-f-cut-pisica-mea
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0802158749,9780802158741,0802158749,128        pp,4.19,"153,400","Nov 05, 2021","Nov 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Îmi sărise în ochi această carte - în timp ce căutam o alta - încă de la târgul Gaudeamus, dar am mai amânat un pic s-o cumpăr. Cartea este un miniromÎmi sărise în ochi această carte - în timp ce căutam o alta - încă de la târgul Gaudeamus, dar am mai amânat un pic s-o cumpăr. Cartea este un miniroman de ficțiune care poate fi citit și în cheia unui roman de Crăciun, o meditație asupra menirii unui bun creștin. În ipocrizia unei lumi tot mai pragmatice, amintindu-și cum alte figuri i-au influențat în bine viața când avea mai mare nevoie, un bărbat descoperă că se poate purta altfel decât ceilalți. Este pentru el, practic, descoperirea sensului vieții, trezirea conștiinței lui creștine, în ajunul sărbătorii Nașterii, a adevărurilor predicate de Isus.""În timp ce își continuară mersul și întâlniră mai mulți oameni pe care Furlong îi cunoștea sau nu, acesta descoperi că se întreabă dacă avea vreun rost să trăiești fără să ajuți și să fii ajutat. Era posibil să o duci așa toți anii, zecile de ani, o viață întreagă fără să fii măcar o dată suficient de curajos încât să te împotrivești lucrurilor care se petreceau, și totuși să te numești creștin și să te privești în oglindă?Din păcate, carții în varianta ei românască i se poate reproșa traducerea destul de stângace și fără har. Altminteri, nu mă îndoiesc de faptul că lui Claire Keegan i-a reușit un roman superb, de la prima încercare a genului....more",Notes are private!,0,5,1,"Dec 20, 2023","Dec 21, 2023","Dec 20, 2023",,Hardcover,view (with text),/book/show/58662236-small-things-like-these
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zoli,"McCann, Colum*",1400063728,9781400063727,1400063728,333        pp,3.69,"3,971",2006,"Jan 09, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 17, 2023","Dec 20, 2023","Dec 17, 2023",,Hardcover,view,/book/show/110894.Zoli
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stela,"Goșu, Simona",,9789734696390,,248        pp,3.86,191,unknown,2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"N-am scris mai repede despre acest roman, fiindcă am așteptat să mi se mai distileze impresiile.Cu ""Stela"", Simona Goșu demonstrează incontestabil că N-am scris mai repede despre acest roman, fiindcă am așteptat să mi se mai distileze impresiile.Cu ""Stela"", Simona Goșu demonstrează incontestabil că stăpânește tehnica narațiunii pe spațiul mai amplu al romanului. Personajele sunt bine conturate, dialogurile sunt credibile, dar întregul rezultat nu are cum să nu-ți ducă gândul la romanul Gabrielei Adameșteanu ""Dimineață pierdută"" și să încerci un paralelism între personajele Vica și Stela.În totului tot, ""Stela"" mi s-a părut un roman bun și o mai aștept pe autoare în librării și cu alte ocazii....more",Notes are private!,0,1,1,"Dec 13, 2023","Dec 15, 2023","Dec 13, 2023",,Paperback,view (with text),/book/show/202312153-stela
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dansatorul,"McCann, Colum*",,9786066095341,606609534X,410        pp,3.93,"5,118","Jan 06, 2003",Nov 2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,O biografie romanțată scrisă absololut splendid!,Notes are private!,0,3,1,"Dec 10, 2023","Dec 13, 2023","Dec 10, 2023",,Paperback,view (with text),/book/show/33966201-dansatorul
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rezervația,"Cornila, George*",,9789734689071,973468907X,264        pp,4.22,37,Mar 2022,Mar 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"E prima dată când citesc ceva de George Cornilă și acest volum de nuvele chiar mi-a plăcut. Modul în care introduce elemente de supranatural în narațiE prima dată când citesc ceva de George Cornilă și acest volum de nuvele chiar mi-a plăcut. Modul în care introduce elemente de supranatural în narațiune, felul în care o construiește, condeiul bine temperat, toate mi-au stârnit interesul și mă fac să-mi doresc să îl citesc în spațiul mai amplu al unui roman....more",Notes are private!,0,2,1,"Dec 08, 2023","Dec 09, 2023","Dec 08, 2023",,Paperback,view (with text),/book/show/60628001-rezerva-ia
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anul iepurelui,"Paasilinna, Arto",,9789736893803,,184        pp,3.63,"15,187",1975,2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Dec 05, 2023","Dec 06, 2023","Dec 05, 2023",,Paperback,view,/book/show/15849748-anul-iepurelui
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ceața asta fără noimă,"Vila-Matas, Enrique",,9786069802045,,256        pp,3.46,334,2019,2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Dec 03, 2023","Dec 07, 2023","Dec 03, 2023",,Paperback,view,/book/show/201024252-cea-a-asta-f-r-noim
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kaddish,"Vancu, Radu",,9786306547081,,83        pp,4.39,174,unknown,May 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 03, 2023","Dec 03, 2023","Dec 03, 2023",,Paperback,view,/book/show/168435311-kaddish
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O sută de zile cu Monica Lovinescu,"Jela, Doina",,,,256        pp,4.71,7,unknown,2019,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 30, 2023","Dec 03, 2023","Nov 30, 2023",,,view,/book/show/49551289-o-sut-de-zile-cu-monica-lovinescu
